p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
4.00469599928889e-47	0.853627412370282	1	0.995	6.79997380679253e-43	0	RPL3
4.41412427691404e-47	0.657120074377542	1	0.998	7.49518302220005e-43	0	RPL29
1.52393065078511e-46	0.749755599105124	1	1	2.58763424503311e-42	0	RPS4X
1.58023328301584e-46	0.652864157558459	1	0.991	2.6832361145609e-42	0	RPL24
3.28054367608761e-46	1.05094546574733	0.987	0.467	5.57036316199676e-42	0	CD3E
1.00241438622064e-43	0.571011113526312	1	1	1.70209962780265e-39	0	RPS15
2.43136429594611e-43	0.767732530181917	1	0.995	4.1284565745165e-39	0	RPS29
3.07164066407484e-43	0.694139837086528	1	0.989	5.21564584759908e-39	0	RPL22
6.62462591097587e-43	0.575998040166886	1	1	1.1248614796837e-38	0	RPL41
3.49326872193485e-42	0.752084217188804	1	0.957	5.93157028984538e-38	0	TOMM7
3.67739875063153e-42	0.828964743574802	0.996	0.844	6.24422307857234e-38	0	NPM1
1.08066549089724e-41	0.609851183085537	1	0.998	1.83497000354352e-37	0	NACA
1.15885016246068e-41	0.717495906461263	1	0.992	1.96772757585823e-37	0	RPL10A
4.90519895380016e-41	0.891787573895736	0.954	0.528	8.32902782355267e-37	0	C12orf57
1.07879673009584e-40	0.667024602018649	1	0.998	1.83179684770274e-36	0	RPL18A
6.89664596438603e-40	0.7711619577749	1	0.998	1.17105048475275e-35	0	RPS18
7.0512620778123e-39	0.562225695274933	1	0.998	1.19730430081253e-34	0	RACK1
7.24886388991004e-39	0.789980173605612	0.992	0.797	1.23085708850672e-34	0	TLE5
8.99234281024972e-39	0.79063099798985	0.983	0.826	1.5268998091804e-34	0	SNHG29
2.19225839559095e-38	0.813031634521166	0.795	0.293	3.72245475571343e-34	0	LINC00861
1.79558824061128e-37	0.543390212846973	1	0.998	3.04890883255795e-33	0	RPL28
2.37386175996891e-37	0.652724726307192	1	0.995	4.0308172684272e-33	0	RPL4
6.40195278303346e-37	0.766829948607615	0.837	0.338	1.08705158255908e-32	0	CD3G
1.15792013277785e-36	0.534083370141653	1	0.998	1.9661483854568e-32	0	RPLP2
2.44762716126984e-36	0.53931280879107	1	1	4.15607091983619e-32	0	RPS7
3.70920273021253e-36	0.836479588910675	0.958	0.667	6.29822623590087e-32	0	SELL
6.96685788782554e-36	0.52603042157304	1	0.998	1.18297246935278e-31	0	RPL6
1.46345387134008e-35	0.796066053143132	0.904	0.39	2.48494467353545e-31	0	CD3D
1.70033677660395e-35	0.772216672777704	0.937	0.528	2.8871718466735e-31	0	NOSIP
1.09895308786402e-34	0.785876824527292	0.753	0.309	1.86602234319311e-30	0	PIK3IP1
6.00612204896126e-34	0.746538888466388	0.962	0.614	1.01983952391362e-29	0	EVL
1.81465444820774e-33	0.62353289541426	0.82	0.336	3.08128325305674e-29	0	CD247
7.44025169069496e-33	0.757605198305144	0.962	0.683	1.26335473708e-28	0	GIMAP7
3.45276174462071e-32	0.534432139505469	1	0.997	5.86278944236596e-28	0	PABPC1
1.06698693843751e-31	0.538101277217502	1	0.998	1.81174382146688e-27	0	RPL8
1.09271594501704e-31	0.618677247929795	0.992	0.932	1.85543167463894e-27	0	RPS4Y1
2.28487250566988e-31	0.687322797557185	0.87	0.399	3.87971351462746e-27	0	CD7
1.5856629832896e-30	0.721291011978928	0.987	0.573	2.69245574562574e-26	0	IFITM1
1.67807378404755e-30	0.829586106150419	0.9	0.527	2.84936928531274e-26	0	ETS1
3.8604596989309e-30	0.729075227089136	0.916	0.427	6.55506056878466e-26	0	IL7R
4.25196003021266e-30	0.575518158099432	0.996	0.981	7.2198281313011e-26	0	RPL38
1.20673826899211e-29	0.726133660212475	0.828	0.505	2.0490415807486e-25	0	NDFIP1
1.47220353368934e-28	0.549012959153048	1	0.995	2.4998016002045e-24	0	EEF2
3.44185306767361e-28	0.698648200398122	0.941	0.776	5.84426650890978e-24	0	NOP53
3.77993715615226e-28	0.635424168837007	0.791	0.361	6.41833329114654e-24	0	LBH
3.8516609847841e-28	0.679412181214345	0.841	0.405	6.5401203521634e-24	0	LCK
4.26290883856258e-27	0.576619382327825	1	0.998	7.23841920787926e-23	0	MALAT1
4.86998451863231e-27	0.623878348429375	0.987	0.929	8.26923371263767e-23	0	BTG1
1.06891834801758e-26	0.752760198000641	0.82	0.443	1.81502335493385e-22	0	PCED1B-AS1
1.41763671703552e-26	0.612348524631702	1	0.964	2.40714714552632e-22	0	RPSA
2.57904566216901e-26	0.681015986782233	0.828	0.461	4.37921953436298e-22	0	GYPC
1.22865008083989e-25	0.623821560692323	0.816	0.45	2.08624783726614e-21	0	LEPROTL1
1.97850576059304e-25	0.649235066665746	0.916	0.651	3.35950278148698e-21	0	GAS5
5.22675098193129e-25	0.515231601079297	0.996	0.965	8.87502316731934e-21	0	RPL31
1.22483039639246e-23	0.522357424669747	1	0.998	2.07976201307439e-19	0	RPS19
4.77481332215531e-22	0.517143817897389	0.837	0.445	8.10763302101971e-18	0	FCMR
1.59143726110284e-21	0.559378519666815	0.987	0.836	2.70226046935262e-17	0	HSPA8
1.78637976354085e-21	0.599894507259767	0.891	0.729	3.03327283849236e-17	0	EIF3E
2.48472916259572e-21	0.607200923370775	0.795	0.533	4.21907011808754e-17	0	ST13
2.44770660729124e-20	0.590890909408413	0.967	0.776	4.15620581918052e-16	0	FYB1
6.25348100169926e-20	0.509210904407757	0.854	0.577	1.06184107408853e-15	0	SNHG8
4.51244933863607e-18	0.509669695433088	0.874	0.659	7.66213897700404e-14	0	ANP32B
7.03479432580011e-18	0.577664810551732	0.766	0.5	1.19450807652086e-13	0	TMEM123
1.05512807329619e-17	0.512892193883121	0.874	0.715	1.79160746845693e-13	0	MZT2B
2.60323538742157e-128	4.46832991571918	0.995	0.166	4.42029368784182e-124	1	S100A8
3.94095750473292e-123	2.95073471380875	0.893	0.081	6.69174584303649e-119	1	S100A12
3.16091193845362e-120	3.72447212098775	1	0.17	5.36722847149424e-116	1	S100A9
1.15761469465191e-118	2.65519916801043	0.97	0.123	1.96562975151895e-114	1	VCAN
2.89407244714961e-103	2.50399621611312	0.975	0.148	4.91413501526004e-99	1	LYZ
1.92133365356453e-102	2.16669129172956	0.949	0.118	3.26242454375258e-98	1	FCN1
1.53239639663676e-96	2.14273662441881	0.863	0.114	2.60200908148922e-92	1	MNDA
1.71897322317805e-91	1.842912367863	0.995	0.16	2.91881653295633e-87	1	CST3
3.01555629502627e-91	1.74596298292018	0.812	0.102	5.12041458895461e-87	1	CSF3R
1.93563974197814e-83	1.8807583024078	0.914	0.198	3.28671628187888e-79	1	CEBPD
2.22117818195778e-83	2.65418664638169	0.985	0.496	3.77156055296432e-79	1	FOS
2.82953267970517e-83	1.97410747185494	0.98	0.209	4.80454649013937e-79	1	TYROBP
5.35203093368213e-82	1.51941600605855	0.766	0.102	9.08774852539226e-78	1	CD36
7.20338467976971e-82	1.59128707246652	0.766	0.095	1.2231347186249e-77	1	CD14
1.75455296780008e-80	2.34296735342204	1	0.513	2.97923093932454e-76	1	GPX1
6.40044842981645e-79	1.44612505034427	0.751	0.104	1.08679614338283e-74	1	CSTA
2.60020230049495e-78	1.5259889780979	0.772	0.133	4.41514350624042e-74	1	CTSD
1.6405010296139e-77	1.60729515556161	0.934	0.234	2.78557074828441e-73	1	TYMP
5.12702536738874e-77	2.00583458643267	1	0.994	8.70568907382608e-73	1	FTL
8.77500790122513e-76	2.27728443448997	0.995	0.893	1.48999634162803e-71	1	S100A6
7.7666455059154e-73	1.76327500903033	0.97	0.407	1.31877640690444e-68	1	CTSS
1.14669711496345e-72	1.97447550757153	1	1	1.94709170120794e-68	1	AL512646.1
1.66680341029424e-72	1.28773203956887	0.787	0.112	2.83023219067962e-68	1	SERPINA1
3.44205698742899e-72	1.54819348022213	0.792	0.175	5.84461276465443e-68	1	AC020916.1
6.56705733665897e-72	1.50683522135375	0.802	0.179	1.11508633576469e-67	1	STXBP2
1.75909782381079e-71	1.78213655185638	0.949	0.351	2.98694810483073e-67	1	AIF1
1.86723037396051e-71	1.51767478288036	0.853	0.167	3.17055717498494e-67	1	SPI1
2.28480219658675e-71	1.70763327266481	0.954	0.299	3.8795941298043e-67	1	LGALS1
8.80187106669416e-67	1.81401704528811	0.985	0.581	1.49455770712467e-62	1	NEAT1
3.93171676154664e-66	1.51704718329251	0.954	0.499	6.67605506110619e-62	1	LINC00844
7.65214310489583e-66	1.5686266577918	0.975	0.672	1.29933389921131e-61	1	TSPO
1.03949016407903e-65	1.50075381152787	0.914	0.45	1.76505429860619e-61	1	TALDO1
1.09885295584386e-64	1.40585417711351	0.995	0.617	1.86585231902288e-60	1	PSAP
1.68803407075687e-64	1.75821188306716	0.995	0.75	2.86628185214516e-60	1	S100A4
1.86761127018771e-63	1.70823762198355	0.98	0.595	3.17120393677873e-59	1	S100A11
2.28741025602279e-63	1.30597548242619	0.812	0.191	3.88402261472669e-59	1	LST1
4.42186365673559e-61	1.23013842951702	0.888	0.204	7.50832448913703e-57	1	FCER1G
6.6484667101377e-59	1.63345603182742	0.959	0.537	1.12890964738138e-54	1	DUSP1
1.05262845906545e-58	1.30738154426251	0.98	0.741	1.78736312349313e-54	1	BTBD9
3.54489114917938e-58	1.23996153069411	0.792	0.188	6.01922517130659e-54	1	CYBB
8.11239865830542e-58	1.31573711963367	0.782	0.223	1.37748529218026e-53	1	APLP2
6.35714774781167e-57	1.28174594809843	0.99	0.672	1.07944368757842e-52	1	COTL1
4.91051441032065e-56	1.35923543328753	0.959	0.513	8.33805346872446e-52	1	SAT1
1.84189487499885e-55	1.26033584935273	1	0.941	3.12753749774805e-51	1	OAZ1
3.72020422030692e-55	1.14888820738627	1	0.933	6.31690676608114e-51	1	GAPDH
1.83104632074359e-54	1.35633204538202	0.772	0.228	3.10911665262262e-50	1	GRN
2.70411065551511e-54	1.29329430066902	1	0.999	4.59157989306466e-50	1	FTH1
8.55929553241839e-53	1.35420042761268	0.939	0.525	1.45336838140464e-48	1	GSTP1
6.74710188113127e-52	1.08921086797925	0.782	0.195	1.14565789941609e-47	1	FGR
9.43008915404033e-52	1.17550784650702	0.904	0.494	1.60122913835605e-47	1	ZNF333
1.66350440452437e-51	1.28318898503151	0.878	0.417	2.82463047888238e-47	1	BRI3
2.64239378300802e-51	1.22483409426242	0.807	0.342	4.48678464354762e-47	1	TMBIM4
6.72784847606875e-51	1.22853486673607	0.985	0.808	1.14238867123647e-46	1	VIM
2.1493147324973e-50	1.13985493771621	0.995	0.967	3.64953641578042e-46	1	SH3BGRL3
7.95353429175017e-49	0.924563444594527	1	0.987	1.35051012273918e-44	1	MT-ND2
2.21486118880638e-48	0.843801979697171	1	0.996	3.76083429859323e-44	1	ATP5F1E
5.50851219531555e-47	1.11075591678048	0.97	0.812	9.3534537076458e-43	1	FGF23
9.98105797491617e-46	1.16368696743963	0.873	0.466	1.69478364414077e-41	1	KAT7
4.09355614535428e-44	1.11086719287375	0.827	0.392	6.95085833481157e-40	1	AL359976.1
6.65415380302728e-44	1.080904832303	0.985	0.945	1.12987531575403e-39	1	MYL6
1.74400614729189e-43	1.3458682095497	0.772	0.371	2.96132243810162e-39	1	FOSB
1.08103762718866e-42	1.19437301790215	0.883	0.575	1.83560189096634e-38	1	TKT
1.13202587583743e-42	1.20364613689724	0.98	0.796	1.92217993717196e-38	1	S100A10
1.64701549070531e-41	0.790441503666528	1	0.99	2.79663230321761e-37	1	SERF2
8.54312186401412e-39	1.04922850980797	0.919	0.544	1.4506220925096e-34	1	SRGN
5.74461753706954e-38	0.759071797062914	1	1	9.75436057794407e-34	1	MT-ND4
1.23803025110525e-37	0.992199137590842	0.792	0.411	2.10217536637671e-33	1	AP2S1
8.80300350038285e-37	0.951457360860816	0.97	0.848	1.49474999436501e-32	1	GABARAP
9.12183149795315e-37	0.934356397191617	0.944	0.805	1.54888698835244e-32	1	ELOB
2.85977969625048e-36	1.0000182929525	0.751	0.306	4.85590592423331e-32	1	ANXA2
1.70468542212161e-35	0.879365200627106	0.985	0.892	2.8945558467625e-31	1	H3-3A
1.77224646805723e-35	0.754313468106326	1	0.999	3.00927450276118e-31	1	MT-ND1
1.59765686336912e-34	1.04593168696865	0.924	0.62	2.71282135400076e-30	1	KLF6
1.24430348749223e-33	1.19023046768724	0.878	0.503	2.11282732176181e-29	1	TLN1
1.39640332307651e-33	0.865359441326828	0.954	0.799	2.37109284258392e-29	1	ATP5F1A
6.11659969621423e-33	0.979941632253067	0.944	0.515	1.03859862841718e-28	1	AHNAK
1.4472842786351e-32	0.945056413742591	0.868	0.57	2.4574887051224e-28	1	RAC1
4.78613039640628e-32	0.960538532645831	0.949	0.741	8.12684941309786e-28	1	PKM
6.6628318475176e-32	0.997722593926029	0.893	0.518	1.13134884770849e-27	1	FLNA
2.72590334828766e-30	0.859078580261997	0.873	0.639	4.62858388539245e-26	1	LAMTOR4
9.6930308414701e-30	0.736375165437533	0.99	0.904	1.64587663688162e-25	1	CYBA
1.3537333554655e-29	0.914827158119089	0.843	0.547	2.29863923758042e-25	1	MCL1
2.10193420117066e-28	0.773605710715328	0.97	0.772	3.56908427358779e-24	1	ITGB2
4.80843950024628e-28	0.791446021240009	0.777	0.38	8.16473027141818e-24	1	EFHD2
4.78117786731813e-27	0.704094030245142	0.975	0.898	8.11844001870618e-23	1	LSP1
6.58941661857312e-27	0.70361219440106	0.98	0.822	1.11888294183372e-22	1	GNAI2
1.15649865824065e-23	0.637036955422247	1	1	1.96373472169263e-19	1	ACTB
1.3144759873018e-23	0.711852953347175	0.863	0.601	2.23198022643845e-19	1	VSIR
6.63075371501111e-23	0.694763352037333	0.914	0.698	1.12590198080889e-18	1	LRRFIP1
3.25044113637496e-21	0.717051419239118	0.817	0.546	5.51924904956468e-17	1	ARPC1B
8.30198134418305e-21	0.50381943584416	1	1	1.40967643224228e-16	1	MT-RNR1
3.26203559881035e-19	0.732662788750351	0.929	0.783	5.53893644677998e-15	1	IER2
2.61087597568884e-18	0.684705439461258	0.761	0.494	4.43326740671965e-14	1	CAST
3.85279059260319e-16	0.60377393937842	0.797	0.632	6.54203842624021e-12	1	ATP5MPL
4.81681730985973e-16	0.555759618309659	0.797	0.611	8.17895579214182e-12	1	TPI1
5.88255580781586e-16	0.600541993486795	0.817	0.608	9.98857976167132e-12	1	COX8A
8.32318921104209e-16	0.574500733835777	0.904	0.725	1.41327752803495e-11	1	LCP1
4.31177806381286e-15	0.526123976903507	0.792	0.641	7.32139915235424e-11	1	GNB2
6.87449002859574e-15	0.510864879926937	0.914	0.645	1.16728840685556e-10	1	CLIC1
6.23394518671544e-14	0.530596814419775	0.807	0.528	1.05852389270428e-09	1	ANXA1
8.20251339542052e-14	0.55643519548936	0.817	0.664	1.3927867745424e-09	1	ALDOA
1.62809036474348e-13	0.506789713818835	0.893	0.768	2.76449743933442e-09	1	SERP1
3.09067930566301e-12	0.562715377289429	0.898	0.778	5.24797346101579e-08	1	ZFP36
2.92553855390382e-11	1.1125602860331	1	1	4.96756446452869e-07	1	AD000090.1
4.58930201346628e-11	0.582923977076885	0.797	0.598	7.79263481886575e-07	1	ZYX
1.5709904244034e-09	0.618319742169116	1	1	2.66754174063698e-05	1	AC010970.1
4.07524242133437e-31	1.33795744787521	0.775	0.265	6.91976163142576e-27	2	ITGB1
3.14236495798277e-30	0.973754030671787	0.775	0.236	5.33573569865474e-26	2	INPP4B
3.17254822357024e-25	1.26578429911413	0.989	0.605	5.38698688362227e-21	2	IL32
5.19564322254219e-22	1.31506455877119	0.944	0.518	8.82220219187664e-18	2	IL7R
1.29691193006076e-18	1.27695093957608	0.978	0.73	2.20215645724318e-14	2	LTB
8.17767348774642e-16	0.803892953178569	0.775	0.406	1.38856895821934e-11	2	ARHGAP15
1.3826457881708e-14	0.774231068401032	0.91	0.735	2.34773254831402e-10	2	GSTK1
1.71053777341757e-13	0.573760728838522	1	1	2.90449313926303e-09	2	B2M
2.63934019030483e-12	0.683619764202049	0.91	0.597	4.48159964313759e-08	2	ETS1
4.89894044024668e-12	0.562401697920374	0.775	0.383	8.31840086753887e-08	2	ZAP70
6.97518064340342e-11	0.532480750878013	0.831	0.434	1.1843856732499e-06	2	CD3G
2.96254032737729e-10	0.600942159772432	0.978	0.568	5.03039347588664e-06	2	CD3E
1.96974426853049e-09	0.604529183681901	0.966	0.654	3.34462576796476e-05	2	IFITM1
8.69077143249376e-09	0.527340558502054	1	0.864	0.000147569298923744	2	HSPA8
1.00607058166321e-08	0.513763659288807	0.843	0.495	0.000170830784766413	2	CD3D
3.27855211575068e-07	0.572130284491558	1	0.999	0.00556698149254465	2	MALAT1
3.4585238888561e-07	0.509439894691153	1	0.969	0.00587257356327766	2	FXYD5
2.48609569697489e-122	2.45852921836097	0.988	0.057	4.22139049346336e-118	3	CD8B
6.2596877770204e-92	1.79242485404997	0.94	0.08	1.06289498453806e-87	3	CD8A
1.13866226068466e-27	0.736571263374456	0.857	0.26	1.93344851864254e-23	3	CTSW
1.56912676837763e-25	1.09843898399534	0.976	0.398	2.66437725270522e-21	3	LEF1
1.07115993050082e-23	0.98413076848309	0.976	0.48	1.8188295619904e-19	3	CD7
2.98202123199296e-22	0.96245514699122	0.929	0.427	5.06347205192405e-18	3	CCR7
4.57524982218909e-22	0.684780272532464	1	0.999	7.76877419807707e-18	3	RPS3A
1.4878050229464e-21	0.767704089371181	0.762	0.269	2.52629292896299e-17	3	OXNAD1
3.99862620667859e-21	0.751646558368774	1	0.999	6.78966729894025e-17	3	RPS12
1.12325946746126e-20	0.832646233319131	0.881	0.384	1.90729457574921e-16	3	CD27
2.22410643790188e-20	0.747530475364323	0.821	0.332	3.77653273155739e-16	3	LDLRAP1
4.45257457044917e-20	0.657356678273646	1	1	7.56047162062268e-16	3	RPL32
4.75084835662886e-20	0.634925629654082	1	0.999	8.0669405095558e-16	3	RPS21
5.16459528861868e-20	0.543543083196501	1	1	8.76948280007452e-16	3	RPS28
8.75058809977275e-20	0.617099373274768	1	0.999	1.48584985934141e-15	3	RPS8
1.13055980285928e-19	0.761856902534586	1	0.984	1.91969054525506e-15	3	RPS5
8.37973165987926e-19	0.758733300555166	1	0.873	1.4228784358475e-14	3	NPM1
1.46110840610983e-18	0.883682518732151	1	0.568	2.48096207357449e-14	3	CD3E
2.23207708534737e-18	0.673149450809448	1	0.999	3.79006689091984e-14	3	RPS3
4.89941558472176e-18	0.67877372336526	1	0.965	8.31920766285754e-14	3	MT-ND4L
5.00890908970957e-18	0.511940992599405	1	0.999	8.50512763432685e-14	3	RPL28
1.52901373100138e-17	0.613589592912803	1	0.997	2.59626531524034e-13	3	RPL14
2.13576599125763e-17	0.632044520073299	1	0.999	3.62653065315545e-13	3	RPS6
2.40571182395228e-17	0.660553595977642	1	0.997	4.08489867707097e-13	3	RPL5
2.66574158873722e-17	0.58057354500636	1	0.999	4.5264292176758e-13	3	RPL19
3.14890083588981e-17	0.765177593111535	0.988	0.801	5.3468336193409e-13	3	SARAF
3.49275880291048e-17	0.559308706921601	1	0.999	5.93070444734199e-13	3	RPL12
4.18329725462159e-17	0.569146904726623	1	1	7.10323873834745e-13	3	RPS13
4.62762620053034e-17	0.633595500309434	1	1	7.85770928850052e-13	3	RPS4X
4.94780100693024e-17	0.75110852616214	0.976	0.483	8.40136610976755e-13	3	CD3D
6.70218622905557e-17	0.564962214228768	1	0.999	1.13803122169364e-12	3	RPS14
7.36431265415085e-17	0.696354601710642	1	0.971	1.25046028867481e-12	3	EEF1B2
2.07552484824328e-16	0.69714317513333	0.964	0.478	3.52424119231708e-12	3	LCK
3.15119305258539e-16	0.617982917111535	1	1	5.35072580328999e-12	3	RPL10
4.62048235281905e-16	0.535963397829144	1	0.999	7.84557903508675e-12	3	RPS19
4.67995368657867e-16	0.700844611297529	0.893	0.513	7.94656135981058e-12	3	LEPROTL1
6.95971747494463e-16	0.559533633552111	1	0.999	1.1817600272456e-11	3	RPL13
1.63075747016827e-15	0.586216205735609	1	0.999	2.76902618434572e-11	3	RPS27A
2.57233775924438e-15	0.553797643106726	1	0.999	4.36782951519696e-11	3	RPS23
4.11798769506031e-15	0.502014211569239	1	1	6.9923431062124e-11	3	RPL34
7.14225949526854e-15	0.731876546939287	0.905	0.56	1.2127556622966e-10	3	NDFIP1
9.65252252619386e-15	0.565537452949855	1	1	1.63899832494772e-10	3	RPL30
1.07430569763626e-14	0.580141352048853	1	0.999	1.82417107458637e-10	3	RPS15A
1.11576404055256e-14	0.779519536118754	0.917	0.507	1.89456734085824e-10	3	PCED1B-AS1
1.33186017968241e-14	0.59353988247586	1	0.994	2.26149858510073e-10	3	RPL10A
1.35403315934797e-14	0.604163163589328	1	1	2.29914830457285e-10	3	RPS25
1.80582714003711e-14	0.609223956699512	0.917	0.506	3.06629448378301e-10	3	PRMT2
2.44692327031072e-14	0.628462995347252	1	0.943	4.1548757129876e-10	3	RPS4Y1
3.6381967715005e-14	0.578384814207847	1	0.934	6.17765811800784e-10	3	RPS2P5
3.6848445476467e-14	0.638662907103772	1	0.971	6.25686604190409e-10	3	RPSA
4.53454639492261e-14	0.663879557945378	0.988	0.608	7.69965977857859e-10	3	C12orf57
5.04405455655671e-14	0.618744241167718	0.893	0.43	8.5648046370333e-10	3	CD3G
5.46674306310838e-14	0.754417469720049	0.976	0.532	9.28252972115804e-10	3	TCF7
1.02571401156364e-13	0.502587675032852	1	0.991	1.74166239163507e-09	3	RPL22
1.2303764394349e-13	0.664231460535334	0.786	0.393	2.08917919416045e-09	3	PIK3IP1
1.3433969577084e-13	0.504344288499804	1	1	2.28108803418887e-09	3	RPL11
1.66504164444422e-13	0.638488920726222	0.952	0.861	2.82724071226629e-09	3	SNHG29
2.17908661384087e-13	0.63712881389326	0.845	0.455	3.7000890703018e-09	3	STK17A
2.24028896749329e-13	0.622383095429673	1	0.996	3.8040106668036e-09	3	RPL3
1.51965966299867e-12	0.56995424447099	1	0.999	2.58038210777174e-08	3	RPS18
2.60489861276551e-12	0.502600129969232	1	0.975	4.42311784447583e-08	3	BTF3
2.72822623263307e-12	0.73150953841094	0.964	0.606	4.63252814301095e-08	3	NOSIP
2.89920355663786e-12	0.668540492386176	1	0.653	4.92284763917109e-08	3	IFITM1
3.42942617120387e-12	0.501622112142114	1	0.999	5.82316563870418e-08	3	RPS16
3.93063768724843e-12	0.714505631015345	0.893	0.627	6.67422279294783e-08	3	SNHG8
4.22763827805254e-12	0.543218869370683	0.869	0.545	7.17852979613321e-08	3	RGS10
8.81869310403181e-12	0.56511355640454	1	0.864	1.4974140890646e-07	3	HSPA8
2.57119290974059e-11	0.681366984674219	0.81	0.499	4.36588556073953e-07	3	ATM
4.13365382300429e-11	0.517577817255658	0.833	0.454	7.01894419146128e-07	3	MCUB
9.50776142788106e-11	0.513438130215675	1	0.996	1.6144178904542e-06	3	RPS29
1.41756571187065e-10	0.542670589521743	1	0.606	2.40702657875636e-06	3	IL32
2.6852779192547e-10	0.574002008325015	0.917	0.703	4.55960190689448e-06	3	GAS5
9.75768819868908e-10	0.534857067969936	0.964	0.682	1.65685545613741e-05	3	EVL
2.57816128794983e-09	0.503538517421707	0.845	0.531	4.37771786693882e-05	3	GYPC
3.13623815593237e-08	0.500347905833614	0.845	0.568	0.000532533238877317	3	SUN2
1.96303616001395e-79	1.44308213045879	0.877	0.086	3.33323539970369e-75	4	CPVL
1.57023279123781e-61	1.48858433168888	0.852	0.117	2.66625527952181e-57	4	LGALS2
5.81811861379438e-58	1.43118723927217	0.938	0.172	9.87916540622286e-54	4	FGL2
1.25322832848591e-54	1.89588810155105	0.963	0.222	2.12798170176908e-50	4	HLA-DRB1
3.73179910226365e-53	2.51647691107822	1	0.282	6.33659487564368e-49	4	CST3
5.04509059778702e-51	1.77468600502993	1	0.253	8.56656383504235e-47	4	SPI1
8.56949039108855e-50	1.77402255616856	0.926	0.197	1.45509946840684e-45	4	SERPINA1
1.17861635863125e-48	1.03811432413598	0.802	0.141	2.00129057695586e-44	4	LGALS9
1.23487278205549e-47	1.80082119358257	1	0.263	2.09681398393022e-43	4	LST1
5.22638689697485e-44	1.16220229291991	0.901	0.183	8.8744049510633e-40	4	NCF2
7.08483120856022e-44	1.76517991421262	1	0.33	1.20300433921353e-39	4	TYMP
7.5563615461286e-44	1.3875768817414	0.975	0.261	1.28307019053264e-39	4	FGR
