genes;avg_log2FC;p_val;adj.P.Val;pct.1;pct.2;tested_cluster;control_cluster;min.pct
SERF2;0,844419040358433;1,90869239449197e-34;2,60880076479163e-30;0,994;0,949;0;All_Others;0,75
GABARAP;1,32516003819279;5,67845606097919e-34;7,76131374414636e-30;0,927;0,824;0;All_Others;0,75
VIM;0,938870992956847;8,01366494392174e-34;1,09530772453522e-29;0,989;0,918;0;All_Others;0,75
CYBA;0,960942408587421;1,71924223509608e-33;2,34986028692932e-29;0,978;0,899;0;All_Others;0,75
MT-ND1;0,817434693038202;3,03768357458453e-33;4,15190590974214e-29;0,994;0,994;0;All_Others;0,75
LSP1;1,07013290569548;3,77992218923806e-33;5,16639764825058e-29;0,966;0,86;0;All_Others;0,75
ITGB2;1,09147807031495;7,38868080823671e-33;1,00988489286979e-28;0,938;0,754;0;All_Others;0,75
LRRFIP1;1,3034472662462;2,26444254084366e-31;3,09504006482511e-27;0,933;0,705;0;All_Others;0,75
H3-3A;0,986032365335668;1,45717615325615e-30;1,99166836627051e-26;0,944;0,872;0;All_Others;0,75
PKM;1,12818414146171;9,45338789925466e-30;1,29208905807013e-25;0,893;0,726;0;All_Others;0,75
LAMTOR4;1,49862308089428;1,96653071352045e-29;2,68785417923975e-25;0,854;0,638;0;All_Others;0,75
ATP6V0B;1,68765040652681;2,34323220934109e-29;3,2027297837274e-25;0,775;0,442;0;All_Others;0,75
TLN1;1,07555348806711;2,35873633758513e-29;3,22392082621135e-25;0,86;0,523;0;All_Others;0,75
SRGN;1,22495345099346;2,23398637044449e-28;3,05341257112353e-24;0,865;0,557;0;All_Others;0,75
RAC1;1,40287567833517;3,08023077360878e-27;4,21005942136848e-23;0,826;0,594;0;All_Others;0,75
IER2;1,16790428980735;4,48888814349116e-27;6,13541231452372e-23;0,949;0,81;0;All_Others;0,75
WDR74;1,79563935368706;5,14038972325836e-27;7,02588467374953e-23;0,781;0,463;0;All_Others;0,75
EFHD2;1,3528264675261;1,02442118125561e-26;1,40017887054017e-22;0,792;0,4;0;All_Others;0,75
GNAI2;1,04239598796565;1,26712154736004e-26;1,7319017309317e-22;0,904;0,802;0;All_Others;0,75
FLNA;1,08527462808134;9,36092249437327e-26;1,27945088653094e-21;0,843;0,529;0;All_Others;0,75
VSIR;1,35836000787823;2,93404645559575e-25;4,01025469550827e-21;0,831;0,594;0;All_Others;0,75
CAST;1,4044374875969;2,88825667023197e-23;3,94766921687306e-19;0,787;0,507;0;All_Others;0,75
ANXA1;1,13717852367546;1,36402713898801e-19;1,86435229356882e-15;0,792;0,509;0;All_Others;0,75
IQGAP1;1,25083508004936;1,67834532225422e-19;2,29396238645707e-15;0,758;0,481;0;All_Others;0,75
COX8A;1,14978244593271;7,55691267869826e-18;1,03287882492448e-13;0,809;0,607;0;All_Others;0,75
NDUFB1;1,18250423127673;1,72520927075485e-17;2,35801603126773e-13;0,775;0,589;0;All_Others;0,75
ARPC1B;1,1044492762172;1,64508698645651e-16;2,24850489308876e-12;0,77;0,566;0;All_Others;0,75
ATP5MPL;1,14187320125416;1,82978086319892e-16;2,50094448382029e-12;0,758;0,645;0;All_Others;0,75
LCP1;0,92766786719605;1,18961548291273e-15;1,62596644204512e-11;0,843;0,756;0;All_Others;0,75
JUN;0,899172859659335;2,2180295512652e-15;3,03160279066928e-11;0,893;0,798;0;All_Others;0,75
TPI1;0,989247823682123;1,31999392091719e-14;1,80416769110961e-10;0,781;0,617;0;All_Others;0,75
GNB2;0,962405033313492;1,43271134039181e-14;1,95822986004752e-10;0,764;0,639;0;All_Others;0,75
ENO1;0,904301101885496;3,22632167728285e-14;4,40973646851019e-10;0,792;0,75;0;All_Others;0,75
UQCR11;0,773756575169137;1,4043367667307e-13;1,91944749276752e-09;0,86;0,846;0;All_Others;0,75
CLIC1;0,799153917991028;4,53341090612002e-13;6,19626602648485e-09;0,86;0,647;0;All_Others;0,75
SAMHD1;0,787739782703369;5,77811224995178e-13;7,89752382323409e-09;0,809;0,619;0;All_Others;0,75
ATP5ME;0,828021217861896;8,36257004242515e-13;1,14299607339867e-08;0,815;0,725;0;All_Others;0,75
ZFP36;0,839375825302187;5,1924985115494e-12;7,09710696558572e-08;0,82;0,756;0;All_Others;0,75
ATP5MC2;0,555819013078899;9,45885599046481e-12;1,29283643677673e-07;0,933;0,918;0;All_Others;0,75
SRRM2;0,778539659228422;2,38802736019537e-11;3,26395579591503e-07;0,803;0,708;0;All_Others;0,75
MT-ATP6;0,560297036000743;2,97819914283252e-11;4,07060258842349e-07;0,983;0,988;0;All_Others;0,75
COX6B1;0,629018426379736;7,33315358172180e-11;1,00229543154974e-06;0,831;0,818;0;All_Others;0,75
TPM3;0,629375774505768;9,08162848395158e-11;1,2412769811865e-06;0,86;0,862;0;All_Others;0,75
MTRNR2L1;0,713003569226534;1,14991257931721e-10;1,57170051341076e-06;0,933;0,911;0;All_Others;0,75
SERP1;0,738375631388225;1,62256911021343e-10;2,21772745983972e-06;0,82;0,759;0;All_Others;0,75
EMP3;0,577403086498849;4,70557830850157e-10;6,43158443205994e-06;0,888;0,844;0;All_Others;0,75
COX5B;0,677649814506663;1,25545468978373e-08;0,00017159554699964;0,781;0,728;0;All_Others;0,75
ARPC3;0,55533181467578;8,96825038704633e-08;0,00122578046290149;0,876;0,837;0;All_Others;0,75
ARPC5;0,563335205399996;7,7016503709851e-07;0,0105266157270624;0,758;0,736;0;All_Others;0,75
GMFG;0,590219805151423;7,90244021001572e-07;0,0108010552790495;0,854;0,823;0;All_Others;0,75
RPS14;0,916397679536234;1,18892868843127e-38;1,62502773134786e-34;1;0,967;1;All_Others;0,75
RPS27;1,01199933492885;2,50655673492091e-37;3,42596174528991e-33;1;0,963;1;All_Others;0,75
RPS3A;0,943314478690997;2,54692746449162e-37;3,48114045846715e-33;1;0,97;1;All_Others;0,75
RPL30;0,895946823783875;4,63057158342859e-37;6,3290652402302e-33;1;0,963;1;All_Others;0,75
RPL35A;0,821622980552176;3,71531348077229e-36;5,07809046551957e-32;1;0,968;1;All_Others;0,75
RPL32;0,897342789922178;3,6003136010013e-35;4,92090862984858e-31;1;0,972;1;All_Others;0,75
RPS27A;0,889337471994304;8,41178129966095e-35;1,14972226803766e-30;1;0,967;1;All_Others;0,75
RPL34;0,780966150155342;2,03756090525164e-34;2,78493824529794e-30;1;0,971;1;All_Others;0,75
RPL19;0,795996265341232;3,28195527410683e-34;4,48577646864922e-30;1;0,972;1;All_Others;0,75
RPL39;0,709515264261485;5,82566705496585e-33;7,96252173072732e-29;1;0,967;1;All_Others;0,75
RPL11;0,763832593210517;1,1380279102053e-32;1,5554565476686e-28;1;0,979;1;All_Others;0,75
RPS12;0,949085945833116;1,33885017306124e-32;1,8299404165401e-28;1;0,967;1;All_Others;0,75
RPS25;0,975519060119629;4,95163728597471e-32;6,76789784247024e-28;1;0,959;1;All_Others;0,75
RPS15A;0,866218403801459;1,16098293277915e-31;1,58683147252254e-27;1;0,977;1;All_Others;0,75
RPL10;0,860083939118439;1,33133697803084e-31;1,81967138157255e-27;1;0,975;1;All_Others;0,75
RPS13;0,726252919809939;1,63804004060041e-31;2,23887312749264e-27;1;0,961;1;All_Others;0,75
RPL14;0,921429019504182;1,68642208888267e-31;2,30500171108483e-27;1;0,95;1;All_Others;0,75
RPL37;0,760616339031322;1,78726595183607e-31;2,44283510296954e-27;1;0,97;1;All_Others;0,75
RPS28;0,692833076728189;2,45675806578117e-31;3,3578969243097e-27;1;0,967;1;All_Others;0,75
RPS8;0,774746326367327;6,9243891030545e-31;9,46425502605489e-27;1;0,967;1;All_Others;0,75
EEF1B2;1,06804449260018;8,36614374216059e-31;1,14348452667851e-26;1;0,888;1;All_Others;0,75
RPS23;0,809307761514924;1,91819282902266e-30;2,62178595870817e-26;1;0,959;1;All_Others;0,75
RPL13;0,793696729585688;1,98521536954557e-30;2,71339236709488e-26;1;0,978;1;All_Others;0,75
RPS4X;0,863047070635645;3,13621435802716e-30;4,28657778455152e-26;1;0,959;1;All_Others;0,75
RPS3;0,885232503630776;3,53310002559899e-30;4,8290411149887e-26;1;0,964;1;All_Others;0,75
RPS5;1,03347106003113;3,66458356543151e-30;5,00875281723178e-26;1;0,895;1;All_Others;0,75
RPL5;0,868970336548831;7,76463459288638e-30;1,06127025615571e-25;1;0,941;1;All_Others;0,75
RPL24;0,801738440351901;7,79728831454685e-30;1,06573336683226e-25;1;0,93;1;All_Others;0,75
RPS21;0,780388295780277;1,95305381193923e-29;2,66943395015854e-25;1;0,971;1;All_Others;0,75
RPS18;0,922062046352587;2,88308684794953e-29;3,94060310377742e-25;1;0,965;1;All_Others;0,75
TPT1;0,767581613888695;5,03343443144118e-29;6,8796981808938e-25;1;0,975;1;All_Others;0,75
RPL41;0,655008111145296;9,92533275780033e-29;1,35659448133615e-24;1;0,975;1;All_Others;0,75
RPL29;0,739269315431049;1,87688128426086e-28;2,56532133932774e-24;1;0,957;1;All_Others;0,75
RPL3;0,949412653728904;2,20356926207247e-28;3,01183846740066e-24;1;0,932;1;All_Others;0,75
RPS15;0,657131920316078;2,25743437670186e-27;3,08546130607611e-23;1;0,979;1;All_Others;0,75
RPL22;0,849474996188932;5,88526519888831e-27;8,04398047384054e-23;1;0,932;1;All_Others;0,75
RPL36;0,769597306365311;6,24272698100888e-27;8,53255923764294e-23;1;0,959;1;All_Others;0,75
TCF7;1,42878639613265;2,96151687584193e-26;4,04780126590075e-22;0,948;0,428;1;All_Others;0,75
RPL28;0,623265319865946;3,82893127765403e-26;5,23338327029753e-22;1;0,975;1;All_Others;0,75
NACA;0,74390147054911;9,13545255363093e-26;1,24863365503028e-21;1;0,956;1;All_Others;0,75
CD3E;1,3302470870032;9,31824287734041e-26;1,27361743647489e-21;0,99;0,43;1;All_Others;0,75
RPS6;0,804584694900924;7,71005800901338e-25;1,05381072867195e-20;1;0,957;1;All_Others;0,75
RPL18;0,690527223448377;1,08608959611901e-24;1,48446725997546e-20;1;0,974;1;All_Others;0,75
LEF1;1,27038268516164;2,56570045731907e-24;3,50679938506371e-20;0,918;0,319;1;All_Others;0,75
EEF1A1;0,612372126394493;2,98386609564173e-24;4,07834817952311e-20;1;0,982;1;All_Others;0,75
RPS16;0,778294902185195;3,34503605195542e-24;4,57199527581267e-20;1;0,941;1;All_Others;0,75
RPL10A;0,831755554611314;1,03157742242094e-23;1,40996002096494e-19;1;0,909;1;All_Others;0,75
SARAF;1,00548782321706;9,13632922736821e-23;1,24875347879669e-18;1;0,796;1;All_Others;0,75
RPL18A;0,704326144081693;2,34978577429639e-22;3,21168719630831e-18;1;0,964;1;All_Others;0,75
CD27;1,37600698196987;2,57920897564842e-22;3,52526282791626e-18;0,845;0,337;1;All_Others;0,75
RPS7;0,604602293000207;3,12817707363019e-22;4,27559242423774e-18;1;0,963;1;All_Others;0,75
RPLP2;0,602376681848101;4,24508634976255e-22;5,80218402285546e-18;1;0,961;1;All_Others;0,75
RPL6;0,611808462700004;7,49202960111408e-22;1,02401060588027e-17;1;0,96;1;All_Others;0,75
RACK1;0,614126385320915;4,74978128118205e-21;6,49200105511963e-17;1;0,956;1;All_Others;0,75
NOSIP;1,11354343347605;5,24753377202636e-21;7,17232915960562e-17;0,979;0,536;1;All_Others;0,75
RPS29;0,791312145983656;5,33483851947268e-21;7,29165728841526e-17;1;0,931;1;All_Others;0,75
CCR7;1,14641032696073;3,0791745350048e-20;4,20861575444456e-16;0,887;0,372;1;All_Others;0,75
TLE5;0,947032753184079;7,25140676909426e-20;9,91122277199803e-16;1;0,773;1;All_Others;0,75
CD3D;1,16117727790889;1,2380041696142e-19;1,69210409902869e-15;0,938;0,392;1;All_Others;0,75
RPS19;0,658378015202686;1,91870585042971e-19;2,62248715636733e-15;1;0,961;1;All_Others;0,75
RPL8;0,579834994387098;5,9587546980824e-19;8,14442592133903e-15;1;0,97;1;All_Others;0,75
LDLRAP1;1,30791953287531;2,13998728887978e-18;2,92493462644088e-14;0,763;0,302;1;All_Others;0,75
RPLP0;0,69796341206602;2,42739581838996e-18;3,3177646045754e-14;1;0,957;1;All_Others;0,75
RPL4;0,67955602368999;3,37650108950402e-18;4,6150016891341e-14;1;0,932;1;All_Others;0,75
RPL38;0,712528156431957;5,15449920437055e-18;7,04516951253367e-14;0,99;0,91;1;All_Others;0,75
TOMM7;0,749718000211792;1,5985217744926e-17;2,18485956137648e-13;1;0,902;1;All_Others;0,75
IFITM1;0,893957566376698;2,54445637325303e-17;3,47776297096225e-13;0,99;0,5;1;All_Others;0,75
CD7;0,97657409417016;2,54770396239289e-17;3,4822017757986e-13;0,887;0,398;1;All_Others;0,75
RPL7A;0,571946229919962;4,9947171701062e-17;6,82677942810115e-13;1;0,948;1;All_Others;0,75
RPL12;0,564599791659249;5,06706418527194e-17;6,92566332842968e-13;1;0,968;1;All_Others;0,75
RPS9;0,546169741757571;2,20310392398734e-16;3,0112024433059e-12;1;0,953;1;All_Others;0,75
LAT;1,05118524335712;2,41966975944552e-16;3,30720462721014e-12;0,866;0,406;1;All_Others;0,75
CD247;0,884856214939585;7,41630664291171e-16;1,01366079195317e-11;0,845;0,363;1;All_Others;0,75
NOP53;0,891638626877461;1,13490801468589e-15;1,55119227447268e-11;0,969;0,744;1;All_Others;0,75
RPSA;0,728721027479487;5,29960414333747e-15;7,24349894311366e-11;1;0,876;1;All_Others;0,75
NPM1;0,814648410638307;5,77951955939944e-15;7,89944733378715e-11;1;0,785;1;All_Others;0,75
RPS2P5;0,733519728820701;8,62596820226423e-15;1,17899733388548e-10;0,99;0,838;1;All_Others;0,75
RPS4Y1;0,710354781445776;8,78176220608789e-15;1,20029125832809e-10;0,99;0,858;1;All_Others;0,75
NDFIP1;0,954428268884244;1,31506045034116e-14;1,7974246235263e-10;0,907;0,526;1;All_Others;0,75
FLT3LG;1,17105505356057;2,11731245373554e-14;2,89394266176573e-10;0,773;0,36;1;All_Others;0,75
C12orf57;0,928300690863855;3,57684161976628e-14;4,88882712589655e-10;0,979;0,644;1;All_Others;0,75
CD3G;0,91453677619513;4,07147860510966e-14;5,56489695746389e-10;0,825;0,355;1;All_Others;0,75
RPL37A;0,528200757728674;4,26281897414438e-14;5,82642097386054e-10;1;0,945;1;All_Others;0,75
LCK;1,01522949630319;1,17545167506845e-13;1,60660734948356e-09;0,825;0,419;1;All_Others;0,75
RPL31;0,610826706661454;2,47238514463815e-13;3,37925601569142e-09;1;0,901;1;All_Others;0,75
COX7C;0,654971390767175;3,13631036546211e-13;4,28670900751361e-09;0,99;0,887;1;All_Others;0,75
EEF1D;0,55222761851848;1,06347756672611e-12;1,45356113820125e-08;1;0,946;1;All_Others;0,75
RPL27;0,521564554331525;2,20770150272528e-12;3,01748641392492e-08;1;0,927;1;All_Others;0,75
GYPC;1,07491362894608;2,30227533764453e-12;3,14674993149255e-08;0,825;0,483;1;All_Others;0,75
EIF3E;0,803648001605839;4,58504504249736e-12;6,2668395640854e-08;0,928;0,693;1;All_Others;0,75
BTF3;0,545704233888454;1,64897035981991e-11;2,25381268780185e-07;1;0,891;1;All_Others;0,75
ST13;0,980051307643421;1,72388672286323e-11;2,35620837280947e-07;0,835;0,557;1;All_Others;0,75
HSPA8;0,657417392109319;2,63166516128893e-11;3,59695994244971e-07;0,99;0,761;1;All_Others;0,75
SNRPD2;0,695365913060624;2,85357652112691e-11;3,90026838907626e-07;0,969;0,772;1;All_Others;0,75
BTG1;0,634350787545044;5,30590452886506e-11;7,25211031005277e-07;0,979;0,898;1;All_Others;0,75
SOD1;0,835209169456862;7,91294503910583e-11;1,08154132794499e-06;0,866;0,555;1;All_Others;0,75
RPL21;0,803032202246313;8,95517691759202e-11;1,22399358109648e-06;0,979;0,729;1;All_Others;0,75
LEPROTL1;0,705930039248657;9,90838660162058e-11;1,3542782807095e-06;0,866;0,492;1;All_Others;0,75
RPL35;0,502306022098679;1,05802275409199e-10;1,44610550029293e-06;1;0,935;1;All_Others;0,75
IL7R;0,540597436095988;1,09898770756735e-10;1,50209639870306e-06;0,887;0,409;1;All_Others;0,75
LTB;0,518215545931326;1,31736076608276e-10;1,80056869508192e-06;0,99;0,595;1;All_Others;0,75
SELL;0,604799824658621;1,32585173052747e-10;1,81217414528494e-06;0,99;0,653;1;All_Others;0,75
RGS10;0,624013192136813;1,42308020775438e-10;1,94506602795869e-06;0,866;0,529;1;All_Others;0,75
EVL;0,687755350299481;1,73551687363709e-10;2,37210446288717e-06;0,959;0,616;1;All_Others;0,75
SEPTIN1;0,98104796032082;2,91017636122857e-10;3,97762905052721e-06;0,784;0,467;1;All_Others;0,75
GIMAP7;0,696223971611221;3,32841500213004e-10;4,54927762491134e-06;0,959;0,67;1;All_Others;0,75
ETS1;0,672835302763794;3,73198025177648e-10;5,10087060812809e-06;0,907;0,523;1;All_Others;0,75
MZT2B;0,779095549728744;4,83286533272709e-10;6,60556033677139e-06;0,918;0,699;1;All_Others;0,75
TMEM123;0,853831293323574;1,23980105207191e-09;1,69456007797189e-05;0,804;0,526;1;All_Others;0,75
RPL36A;0,748226880299105;1,2669626547069e-09;1,73168455645339e-05;0,887;0,704;1;All_Others;0,75
FCMR;0,517964685160493;1,44500422176256e-09;1,97503177030506e-05;0,866;0,448;1;All_Others;0,75
HINT1;0,632505009503121;5,81436940916112e-09;7,94708010844142e-05;0,99;0,831;1;All_Others;0,75
RPL23A;0,518684385237453;5,93222547810417e-09;8,10816578347279e-05;1;0,877;1;All_Others;0,75
NSA2;0,74934532006844;8,2719125294945e-09;0,000113060500453131;0,825;0,566;1;All_Others;0,75
LBH;0,650929485389606;2,56371167416017e-08;0,000350408111624212;0,773;0,414;1;All_Others;0,75
EIF3H;0,687480021821852;5,23498111956408e-08;0,000715517219422019;0,918;0,706;1;All_Others;0,75
UQCRB;0,558456274949931;5,33186934742995e-08;0,000728759902406725;0,959;0,845;1;All_Others;0,75
EIF3F;0,570399661503077;6,80061877000925e-08;0,000929508573484865;0,959;0,78;1;All_Others;0,75
COMMD6;0,516873541441472;6,84334969764048e-08;0,0009353490366735;0,959;0,849;1;All_Others;0,75
RPS26;0,594538392332202;2,17389607517017e-07;0,00297128115554258;0,907;0,757;1;All_Others;0,75
ANP32B;0,663576655716773;3,22196213572126e-07;0,00440377784710382;0,856;0,663;1;All_Others;0,75
TBC1D10C;0,527879178144997;4,33552047788483e-07;0,00592578938917299;0,897;0,551;1;All_Others;0,75
MIF;0,522638548420627;4,76335696525261e-07;0,00651055630010726;0,948;0,744;1;All_Others;0,75
H4C3;0,680674989848359;4,81553162797984e-07;0,00658186862912285;0,866;0,635;1;All_Others;0,75
APRT;0,521727723672979;5,43422943743984e-07;0,00742750479509278;0,938;0,702;1;All_Others;0,75
PEBP1;0,822145605196894;5,7963400078045e-07;0,00792243752266719;0,763;0,486;1;All_Others;0,75
SSR2;0,541253977261212;2,5959808494765e-06;0,0354818662506448;0,928;0,696;1;All_Others;0,75
LEF1;1,79578709282152;3,1391802688273e-36;4,29063159143315e-32;0,936;0,319;2;All_Others;0,75
CAMK4;1,80632463884365;2,52981205154906e-35;3,45774711205725e-31;0,894;0,278;2;All_Others;0,75
TCF7;1,50898974688807;1,07030411654406e-27;1,46289166649242e-23;0,957;0,429;2;All_Others;0,75
CCR7;1,78508600152922;1,41222026164361e-27;1,93022265361449e-23;0,904;0,371;2;All_Others;0,75
RPS15A;0,812402982174569;3,74466694189115e-27;5,11821077617682e-23;1;0,977;2;All_Others;0,75
BCL11B;1,70402028468051;1,93525568285529e-24;2,6451074673266e-20;0,777;0,296;2;All_Others;0,75
