genes	avg_log2FC	p_val	adj.P.Val	pct.1	pct.2	tested_cluster	control_cluster	min.pct
LYZ	2,7203910416866	0	0	0,998	0,177	1	All	0,75
VCAN	2,43105256639096	0	0	0,966	0,153	1	All	0,75
FCN1	2,41716769508104	0	0	0,995	0,164	1	All	0,75
FOS	2,17381471490477	0	0	0,991	0,263	1	All	0,75
CST3	2,15756326981988	0	0	1	0,19	1	All	0,75
TYROBP	2,11358644450118	0	0	0,999	0,237	1	All	0,75
S100A8	2,04456726065994	0	0	0,992	0,156	1	All	0,75
MNDA	2,01970671467073	0	0	0,988	0,178	1	All	0,75
CTSS	1,96710944324045	0	0	0,994	0,259	1	All	0,75
FTL	1,93588402995173	0	0	1	0,216	1	All	0,75
PSAP	1,9114560899049	0	0	0,988	0,279	1	All	0,75
S100A12	1,89332432941197	0	0	0,914	0,151	1	All	0,75
LGALS1	1,87313260707143	0	0	0,988	0,264	1	All	0,75
AIF1	1,80733902227363	0	0	0,993	0,266	1	All	0,75
GPX1	1,80149002315936	0	0	0,994	0,309	1	All	0,75
SPI1	1,79291530248304	0	0	0,99	0,208	1	All	0,75
CD36	1,77614723045527	0	0	0,927	0,131	1	All	0,75
CEBPD	1,76945178045291	0	0	0,98	0,242	1	All	0,75
S100A6	1,76150207413957	0	0	0,999	0,277	1	All	0,75
TYMP	1,76142528380515	0	0	0,978	0,26	1	All	0,75
CD14	1,7578473288031	0	0	0,919	0,127	1	All	0,75
SERPINA1	1,73311520976585	0	0	0,963	0,14	1	All	0,75
NEAT1	1,73182146680115	0	0	0,983	0,331	1	All	0,75
DUSP1	1,668356130808	0	0	0,942	0,313	1	All	0,75
MS4A6A	1,66186748697271	0	0	0,926	0,121	1	All	0,75
S100A11	1,65376003791079	0	0	0,991	0,318	1	All	0,75
GSTP1	1,6266632428743	0	0	0,978	0,319	1	All	0,75
TNFAIP2	1,62594841880547	0	0	0,926	0,128	1	All	0,75
GRN	1,60294602010682	0	0	0,955	0,219	1	All	0,75
AHNAK	1,59700390596484	0	0	0,955	0,386	1	All	0,75
CYBB	1,58742570997837	0	0	0,959	0,213	1	All	0,75
S100A4	1,58383733254214	0	0	1	0,39	1	All	0,75
LST1	1,57195748145197	0	0	0,983	0,207	1	All	0,75
FCER1G	1,57019748006161	0	0	0,979	0,223	1	All	0,75
COTL1	1,51294854430107	0	0	0,986	0,352	1	All	0,75
SAT1	1,4902832336507	0	0	0,923	0,27	1	All	0,75
LGALS2	1,48176494986084	0	0	0,809	0,081	1	All	0,75
S100A10	1,4594543777647	0	0	0,955	0,355	1	All	0,75
CSF3R	1,45177745408438	0	0	0,928	0,132	1	All	0,75
APLP2	1,44699764017726	0	0	0,936	0,25	1	All	0,75
LGALS3	1,44351237064035	0	0	0,924	0,182	1	All	0,75
CSTA	1,42741587286262	0	0	0,928	0,137	1	All	0,75
NCF2	1,41605586180004	0	0	0,902	0,126	1	All	0,75
TSPO	1,40238229272917	0	0	0,972	0,347	1	All	0,75
VIM	1,38630003793992	0	0	0,955	0,408	1	All	0,75
FGR	1,38166793593065	0	0	0,94	0,21	1	All	0,75
FPR1	1,37244596111241	0	0	0,839	0,112	1	All	0,75
CFD	1,36616514624191	0	0	0,895	0,14	1	All	0,75
BRI3	1,36515873935788	0	0	0,965	0,398	1	All	0,75
AL512646.1	1,3541507871146	0	0	0,998	0,198	1	All	0,75
ANXA2	1,33130589649962	0	0	0,946	0,311	1	All	0,75
DUSP6	1,32984373007449	0	0	0,776	0,105	1	All	0,75
ZEB2	1,32162779345173	0	0	0,88	0,206	1	All	0,75
LRP1	1,31986698247069	0	0	0,827	0,105	1	All	0,75
LILRB2	1,30548391684564	0	0	0,867	0,119	1	All	0,75
MPEG1	1,28556876306387	0	0	0,875	0,138	1	All	0,75
BLVRB	1,28551545143121	0	0	0,867	0,176	1	All	0,75
FTH1	1,27313852318925	0	0	0,95	0,306	1	All	0,75
FGL2	1,24365270530175	0	0	0,839	0,139	1	All	0,75
TKT	1,23629967672611	0	0	0,891	0,282	1	All	0,75
ANXA5	1,23160731525951	0	0	0,914	0,274	1	All	0,75
KCTD12	1,23065828377808	0	0	0,807	0,104	1	All	0,75
HCK	1,22296359404333	0	0	0,846	0,123	1	All	0,75
AC020916.1	1,21685556573123	0	0	0,835	0,168	1	All	0,75
TALDO1	1,21416026557506	0	0	0,96	0,482	1	All	0,75
IGSF6	1,2073764672897	0	0	0,789	0,104	1	All	0,75
AP1S2	1,19743891030197	0	0	0,897	0,291	1	All	0,75
RNF130	1,18798701978842	0	0	0,905	0,244	1	All	0,75
KLF4	1,18783637506878	0	0	0,792	0,11	1	All	0,75
CTSB	1,16648060076248	0	0	0,876	0,294	1	All	0,75
FCGRT	1,1616222451456	0	0	0,9	0,266	1	All	0,75
CTSZ	1,15651937422213	0	0	0,897	0,269	1	All	0,75
STXBP2	1,15045599039384	0	0	0,833	0,199	1	All	0,75
PYCARD	1,14118247002469	0	0	0,926	0,327	1	All	0,75
FOSB	1,13420822438941	0	0	0,842	0,293	1	All	0,75
GAPDH	1,12293196735852	0	0	0,962	0,438	1	All	0,75
CAPG	1,12199659343633	0	0	0,838	0,204	1	All	0,75
MYO1F	1,11213680753044	0	0	0,89	0,247	1	All	0,75
TIMP2	1,10665278529883	0	0	0,792	0,127	1	All	0,75
ITGB2	1,09597771836394	0	0	0,928	0,402	1	All	0,75
PTPRE	1,0894877585841	0	0	0,827	0,199	1	All	0,75
JAML	1,08669999813438	0	0	0,869	0,262	1	All	0,75
SH3BGRL3	1,0793449458396	0	0	0,968	0,383	1	All	0,75
GABARAP	1,06732005889225	0	0	0,932	0,357	1	All	0,75
CTSD	1,06698932597024	0	0	0,792	0,145	1	All	0,75
TNFRSF1B	1,04338947079702	0	0	0,834	0,244	1	All	0,75
NPC2	1,03934658390222	0	0	0,891	0,346	1	All	0,75
PGD	1,03139245550801	0	0	0,822	0,236	1	All	0,75
HLA-DRB1	1,02359322229926	0	0	0,838	0,222	1	All	0,75
CLEC7A	1,02059976575804	0	0	0,751	0,099	1	All	0,75
OAZ1	1,0069475117135	0	0	0,98	0,45	1	All	0,75
EFHD2	1,00366341387121	0	0	0,928	0,348	1	All	0,75
LYST	0,998541212559092	0	0	0,812	0,231	1	All	0,75
RAC1	0,983700691465701	0	0	0,832	0,296	1	All	0,75
CTSH	0,978165273791993	0	0	0,805	0,202	1	All	0,75
CYBA	0,974251479059298	0	0	0,954	0,4	1	All	0,75
KLF6	0,968650862515591	0	0	0,842	0,4	1	All	0,75
BTBD9	0,963572435356903	0	0	0,862	0,342	1	All	0,75
PPT1	0,956193147272796	0	0	0,796	0,346	1	All	0,75
IL17RA	0,952015132457385	0	0	0,849	0,328	1	All	0,75
SRGN	0,942063178320196	0	0	0,897	0,358	1	All	0,75
CEBPB	0,936093603577273	0	0	0,825	0,319	1	All	0,75
LTA4H	0,929620152461905	0	0	0,848	0,434	1	All	0,75
MACROH2A1	0,916658957318537	0	0	0,859	0,394	1	All	0,75
CAST	0,912057144197494	0	0	0,771	0,306	1	All	0,75
CARD16	0,910757366711302	0	0	0,865	0,365	1	All	0,75
TLN1	0,904837981123859	0	0	0,922	0,475	1	All	0,75
AP2S1	0,887021504316119	0	0	0,881	0,404	1	All	0,75
AGTRAP	0,875852199334384	0	0	0,76	0,206	1	All	0,75
IQGAP1	0,868347864395009	0	0	0,892	0,454	1	All	0,75
FLNA	0,861652509658527	0	0	0,793	0,334	1	All	0,75
POU2F2	0,836969351642606	0	0	0,77	0,282	1	All	0,75
ASAH1	0,814948202976033	0	0	0,763	0,297	1	All	0,75
C4orf48	0,805856577186006	0	0	0,803	0,269	1	All	0,75
FGF23	0,782100295389296	0	0	0,805	0,333	1	All	0,75
HLA-DRA	0,563458631867241	0	0	0,863	0,23	1	All	0,75
CDC42EP3	0,920130684796204	6,68089602475275e-307	2,00426880742582e-303	0,752	0,299	1	All	0,75
C1orf162	0,804644957009205	1,36036946633152e-302	4,08110839899455e-299	0,876	0,448	1	All	0,75
ATP6V0B	0,939312846002896	1,36403112760503e-302	4,0920933828151e-299	0,838	0,404	1	All	0,75
MYL6	0,615237461599367	4,84702739989565e-291	1,45410821996869e-287	0,855	0,397	1	All	0,75
GLIPR1	0,794307423258598	2,16998875452616e-283	6,50996626357847e-280	0,803	0,359	1	All	0,75
LCP1	0,742355819450818	1,56607509461312e-274	4,69822528383937e-271	0,9	0,519	1	All	0,75
LINC00844	0,674067464156228	5,48938705699752e-274	1,64681611709926e-270	0,838	0,425	1	All	0,75
SERPINB1	0,793936979741275	1,61612699946428e-271	4,84838099839283e-268	0,846	0,489	1	All	0,75
ZFP36	1,02198788796128	1,08664741391538e-254	3,25994224174614e-251	0,845	0,509	1	All	0,75
ZNF333	0,615574848026678	9,24309477513495e-239	2,77292843254049e-235	0,77	0,378	1	All	0,75
SAMHD1	0,716320552649064	3,22893899400069e-233	9,68681698200206e-230	0,822	0,461	1	All	0,75
CLIC1	0,632937113282184	3,75543205530156e-218	1,12662961659047e-214	0,845	0,437	1	All	0,75
TIMP1	0,628346986950251	8,92760615087077e-215	2,67828184526123e-211	0,77	0,365	1	All	0,75
ANXA1	0,665261898557918	5,12202174456672e-185	1,53660652337002e-181	0,764	0,407	1	All	0,75
FERMT3	0,511599669830451	5,53642917678477e-156	1,66092875303543e-152	0,757	0,413	1	All	0,75
S100A8	2,83561766388374	0	0	0,996	0,214	2	All	0,75
S100A12	2,06637226511534	0	0	0,932	0,202	2	All	0,75
FOS	1,93324608603754	0	0	0,995	0,313	2	All	0,75
S100A6	1,85194737010981	0	0	0,991	0,329	2	All	0,75
S100A9	1,73885234376976	0	0	0,992	0,222	2	All	0,75
VCAN	1,64353214876308	0	0	0,963	0,21	2	All	0,75
AL512646.1	1,63961603169962	0	0	0,997	0,253	2	All	0,75
S100A4	1,61628055460621	0	0	0,988	0,434	2	All	0,75
MNDA	1,58054087782355	0	0	0,954	0,239	2	All	0,75
TYROBP	1,52073224941669	0	0	0,989	0,291	2	All	0,75
CEBPD	1,5192495365179	0	0	0,949	0,298	2	All	0,75
NEAT1	1,51509327010916	0	0	0,959	0,379	2	All	0,75
LYZ	1,46106144857301	0	0	0,993	0,235	2	All	0,75
FCN1	1,45129431808591	0	0	0,971	0,225	2	All	0,75
FTL	1,44025103665616	0	0	0,987	0,273	2	All	0,75
AIF1	1,42603800131644	0	0	0,956	0,321	2	All	0,75
CST3	1,34106318747411	0	0	0,993	0,248	2	All	0,75
GPX1	1,3367103038059	0	0	0,971	0,36	2	All	0,75
CTSS	1,32967652434684	0	0	0,966	0,314	2	All	0,75
S100A11	1,30577188694343	0	0	0,953	0,37	2	All	0,75
TSPO	1,28308927395614	0	0	0,928	0,397	2	All	0,75
TYMP	1,27699417998743	0	0	0,913	0,319	2	All	0,75
CSF3R	1,26942481756575	0	0	0,801	0,205	2	All	0,75
STXBP2	1,25902300666057	0	0	0,76	0,253	2	All	0,75
CSTA	1,25456970460119	0	0	0,787	0,211	2	All	0,75
DUSP1	1,25015043584535	0	0	0,911	0,361	2	All	0,75
LGALS1	1,2054381071545	0	0	0,932	0,322	2	All	0,75
CFD	1,18770647355239	0	0	0,76	0,211	2	All	0,75
LST1	1,12083867086475	0	0	0,872	0,276	2	All	0,75
CD14	1,10012276462397	0	0	0,776	0,202	2	All	0,75
SERPINA1	1,04962769107568	0	0	0,806	0,219	2	All	0,75
FTH1	1,15473991070243	8,30011064411603e-290	2,49003319323481e-286	0,891	0,359	2	All	0,75
FCER1G	1,04078252777199	8,33595529161529e-286	2,50078658748459e-282	0,875	0,29	2	All	0,75
SPI1	0,995749001321084	1,10265384378595e-280	3,30796153135784e-277	0,854	0,281	2	All	0,75
GSTP1	1,11509751393148	4,88357489916795e-274	1,46507246975039e-270	0,905	0,375	2	All	0,75
PSAP	0,983780611104296	1,57129305290396e-267	4,71387915871187e-264	0,933	0,336	2	All	0,75
COTL1	0,972840395469089	3,59647637768685e-263	1,07894291330606e-259	0,944	0,402	2	All	0,75
BTBD9	1,04197163921048	2,26033602774953e-260	6,7810080832486e-257	0,839	0,381	2	All	0,75
TALDO1	1,06778834300184	7,6303118330803e-258	2,28909354992409e-254	0,889	0,525	2	All	0,75
CYBB	1,03133003509416	6,31603242061696e-252	1,89480972618509e-248	0,788	0,288	2	All	0,75
GABARAP	0,962184600670748	3,74037522798437e-247	1,12211256839531e-243	0,862	0,407	2	All	0,75
BRI3	1,0205008700327	3,11684185019528e-244	9,35052555058583e-241	0,866	0,451	2	All	0,75
OAZ1	0,810577186049007	2,1572374474243e-236	6,4717123422729e-233	0,908	0,497	2	All	0,75
FGF23	0,944874600262747	2,7993852471129e-235	8,3981557413387e-232	0,805	0,365	2	All	0,75
VIM	0,924742860529367	3,61353021679495e-232	1,08405906503848e-228	0,895	0,455	2	All	0,75
SH3BGRL3	0,815148553924673	3,89957953917883e-222	1,16987386175365e-218	0,894	0,434	2	All	0,75
TKT	0,921592878429933	1,78913599519524e-217	5,36740798558571e-214	0,796	0,337	2	All	0,75
GAPDH	0,849538512212282	9,69316355162043e-213	2,90794906548613e-209	0,89	0,485	2	All	0,75
S100A10	0,899763606456309	7,81123658622888e-210	2,34337097586866e-206	0,864	0,409	2	All	0,75
APLP2	0,931084981370774	1,17865213058629e-200	3,53595639175887e-197	0,751	0,323	2	All	0,75
MYL6	0,725956582374641	3,3778597183995e-200	1,01335791551985e-196	0,824	0,433	2	All	0,75
SAT1	0,850067061045675	1,92561607737491e-199	5,77684823212472e-196	0,792	0,334	2	All	0,75
PYCARD	0,893754322003125	1,99191614907822e-199	5,97574844723467e-196	0,761	0,391	2	All	0,75
LINC00844	0,944624330365146	6,97548899473612e-198	2,09264669842084e-194	0,773	0,463	2	All	0,75
KLF6	0,911715023324285	3,36924265600497e-195	1,01077279680149e-191	0,814	0,435	2	All	0,75
AHNAK	0,877924742047886	5,3608942556633e-189	1,60826827669899e-185	0,853	0,44	2	All	0,75
CYBA	0,645018574362185	2,25734108341833e-150	6,772023250255e-147	0,843	0,454	2	All	0,75
SRGN	0,646157099948583	7,371935982124e-138	2,2115807946372e-134	0,795	0,409	2	All	0,75
IER2	0,797008275694145	2,06303928493335e-129	6,18911785480006e-126	0,81	0,543	2	All	0,75
ITGB2	0,595368569095946	4,91437318196072e-123	1,47431195458822e-119	0,816	0,455	2	All	0,75
EFHD2	0,568623557051969	9,80008428536842e-119	2,94002528561053e-115	0,76	0,411	2	All	0,75
IL32	1,46252397420021	0	0	0,978	0,455	3	All	0,75
AQP3	1,27984292039602	0	0	0,808	0,242	3	All	0,75
ITGB1	1,23839268118799	0	0	0,783	0,272	3	All	0,75
B2M	0,67668562950901	1,68115359260661e-276	5,04346077781982e-273	0,989	0,532	3	All	0,75
LTB	1,22727094959031	1,73013502090889e-231	5,19040506272666e-228	0,941	0,504	3	All	0,75
IL7R	1,24228818356397	1,00080632429252e-230	3,00241897287755e-227	0,877	0,401	3	All	0,75
CD2	0,816766606144503	7,78579686233723e-215	2,33573905870117e-211	0,799	0,341	3	All	0,75
SPOCK2	0,732934430035018	5,57602808785839e-178	1,67280842635752e-174	0,788	0,369	3	All	0,75
CD52	0,663777236162103	1,16160214574585e-171	3,48480643723755e-168	0,872	0,508	3	All	0,75
CD3G	0,685883753291729	7,17984312006742e-171	2,15395293602023e-167	0,868	0,4	3	All	0,75
RPS18	0,631340081673603	7,11740907905615e-169	2,13522272371684e-165	0,933	0,539	3	All	0,75
CD3D	0,708686584960564	2,89336002288663e-167	8,68008006865988e-164	0,783	0,373	3	All	0,75
RPS29	0,602791181148486	1,4446717626787e-164	4,33401528803611e-161	0,933	0,55	3	All	0,75
CD3E	0,777773912761087	2,9144823055651e-160	8,7434469166953e-157	0,968	0,465	3	All	0,75
HSPA8	0,617351695219134	1,11869276159099e-134	3,35607828477297e-131	0,861	0,506	3	All	0,75
IFITM1	0,684390588828316	5,23039254458074e-129	1,56911776337422e-125	0,89	0,485	3	All	0,75
RPL3	0,571193779424005	7,71277201568592e-128	2,31383160470577e-124	0,923	0,559	3	All	0,75
TLE5	0,619005885579323	1,04173341350706e-127	3,12520024052117e-124	0,871	0,517	3	All	0,75
RPSA	0,591313913149704	2,42890366174341e-121	7,28671098523022e-118	0,918	0,568	3	All	0,75
LCK	0,52935518007101	2,42983658787573e-112	7,28950976362719e-109	0,874	0,473	3	All	0,75
ARL4C	0,511178940064875	1,54060207448704e-107	4,62180622346113e-104	0,811	0,437	3	All	0,75
RPS27	0,511961359949557	6,96326546627358e-94	2,08897963988207e-90	0,954	0,563	3	All	0,75
GIMAP7	0,556560393779061	6,61950077764241e-90	1,98585023329272e-86	0,86	0,548	3	All	0,75
CD8B	2,57510744394117	0	0	0,972	0,05	4	All	0,75
LINC02446	1,95165658837863	0	0	0,795	0,024	4	All	0,75
CD8A	1,87176739397434	0	0	0,932	0,069	4	All	0,75
NELL2	1,16428559526754	0	0	0,769	0,148	4	All	0,75
CTSW	0,752937893563169	0	0	0,893	0,24	4	All	0,75
LEF1	1,10604336142573	1,18620072443312e-278	3,55860217329937e-275	0,963	0,386	4	All	0,75
RPS12	0,802658150729273	3,03143825629232e-269	9,09431476887696e-266	0,997	0,522	4	All	0,75
CCR7	1,03915660106615	1,49088445640724e-261	4,47265336922172e-258	0,948	0,41	4	All	0,75
RPS3A	0,70272289662447	3,55520021436878e-232	1,06656006431063e-228	0,981	0,518	4	All	0,75
RPL32	0,66742286316454	6,10795764395356e-230	1,83238729318607e-226	0,995	0,525	4	All	0,75
RPS5	0,793432818203794	1,20040319949857e-228	3,6012095984957e-225	0,991	0,554	4	All	0,75
RPS6	0,705734004504528	1,65950883334158e-213	4,97852650002473e-210	0,965	0,52	4	All	0,75
NUCB2	0,763698409209275	1,11476494853798e-212	3,34429484561395e-209	0,764	0,289	4	All	0,75
EEF1B2	0,769784273252647	3,77958594292659e-212	1,13387578287798e-208	0,967	0,517	4	All	0,75
NPM1	0,77909319031687	1,15184107708788e-207	3,45552323126363e-204	0,913	0,468	4	All	0,75
RPS8	0,600459797563494	1,49048572203054e-204	4,47145716609161e-201	0,96	0,518	4	All	0,75
CD7	0,866747932045184	2,52282120534821e-203	7,56846361604463e-200	0,821	0,345	4	All	0,75
LDLRAP1	0,810068135232985	3,62706745527003e-200	1,08812023658101e-196	0,802	0,312	4	All	0,75
CD27	0,734748868469488	3,89162835452503e-197	1,16748850635751e-193	0,86	0,36	4	All	0,75
RPS3	0,6588055242671	9,63923078549322e-195	2,89176923564797e-191	0,996	0,555	4	All	0,75
RPL13	0,595527714359484	3,63836690510317e-193	1,09151007153095e-189	0,988	0,548	4	All	0,75
MT-ND4L	0,715960363882011	4,3954943079097e-193	1,31864829237291e-189	0,941	0,517	4	All	0,75
RPL10A	0,647504327593681	3,99126584940051e-186	1,19737975482015e-182	0,961	0,534	4	All	0,75
RPS25	0,65879863961128	1,67191129877315e-180	5,01573389631944e-177	0,991	0,542	4	All	0,75
CD3E	0,867113064508467	2,76789911012508e-180	8,30369733037523e-177	0,982	0,471	4	All	0,75
SARAF	0,743119316267788	1,17335477726666e-177	3,52006433179997e-174	0,948	0,501	4	All	0,75
CD3D	0,763079166578185	7,88067167386979e-176	2,36420150216094e-172	0,835	0,373	4	All	0,75
RPL3	0,666863396539217	2,30554900955437e-171	6,91664702866311e-168	0,976	0,559	4	All	0,75
RPS18	0,644169938401726	1,21208309432304e-167	3,63624928296911e-164	0,97	0,54	4	All	0,75
TCF7	0,79920835655624	2,04863364084404e-167	6,14590092253211e-164	0,896	0,403	4	All	0,75
RPS15A	0,591138221871734	2,74075753574617e-166	8,22227260723851e-163	0,989	0,533	4	All	0,75
PIK3IP1	0,745932162360943	4,69507487118272e-165	1,40852246135481e-161	0,826	0,387	4	All	0,75
RGS10	0,654999771972124	1,38987359177129e-163	4,16962077531388e-160	0,899	0,516	4	All	0,75
RPL10	0,54406096354234	7,01256368935557e-151	2,10376910680667e-147	0,987	0,547	4	All	0,75
RPS27A	0,577279661545713	9,97247310417787e-151	2,99174193125336e-147	0,98	0,533	4	All	0,75
RPL30	0,539574380128824	1,4500173933482e-150	4,35005218004461e-147	0,986	0,534	4	All	0,75
PCED1B-AS1	0,738886028046287	1,39948889395128e-149	4,19846668185384e-146	0,755	0,359	4	All	0,75
CD3G	0,646486174181489	9,60095136416691e-148	2,88028540925007e-144	0,874	0,406	4	All	0,75
LBH	0,662115175759276	2,53539125919141e-141	7,60617377757424e-138	0,856	0,448	4	All	0,75
LCK	0,63873045725023	5,32842878047059e-141	1,59852863414118e-137	0,916	0,474	4	All	0,75
RPSA	0,638706728140914	1,45856718579316e-138	4,37570155737947e-135	0,97	0,567	4	All	0,75
GYPC	0,646850021473364	2,64072429874542e-138	7,92217289623625e-135	0,882	0,504	4	All	0,75
NOSIP	0,657751132085974	1,56930108139812e-126	4,70790324419436e-123	0,767	0,371	4	All	0,75
IFITM1	0,601870168423888	2,11235897956065e-111	6,33707693868196e-108	0,932	0,487	4	All	0,75
RPS29	0,503630259674611	9,05029148420677e-111	2,71508744526203e-107	0,959	0,553	4	All	0,75
STK17A	0,569209392462033	1,67677165016931e-108	5,03031495050793e-105	0,814	0,457	4	All	0,75
C12orf57	0,573497824293968	1,22491549654216e-106	3,67474648962648e-103	0,798	0,433	4	All	0,75
SPOCK2	0,511839836102277	1,29892518966218e-100	3,89677556898654e-97	0,756	0,379	4	All	0,75
HSPA8	0,507759066952669	3,6925134632539e-96	1,10775403897617e-92	0,86	0,511	4	All	0,75
SELL	0,558499289148925	1,21006394359305e-93	3,63019183077915e-90	0,808	0,48	4	All	0,75
RPS27	0,525360679770296	4,05664294459075e-90	1,21699288337722e-86	0,976	0,566	4	All	0,75
MS4A1	3,62926502451872	0	0	0,988	0,005	5	All	0,75
CD79A	3,4901483891689	0	0	0,999	0,037	5	All	0,75
CD74	3,39898236617725	0	0	1	0,373	5	All	0,75
HLA-DRA	2,88861988178918	0	0	0,992	0,284	5	All	0,75
IGHM	2,87547163026946	0	0	0,914	0,011	5	All	0,75
TCL1A	2,76608965548496	0	0	0,764	0,005	5	All	0,75
BANK1	2,37180790905989	0	0	0,928	0,011	5	All	0,75
HLA-DRB5	2,34879842058574	0	0	0,994	0,27	5	All	0,75
LINC00926	2,27434877044954	0	0	0,927	0,006	5	All	0,75
CD79B	2,25091092623191	0	0	0,964	0,073	5	All	0,75
CD37	2,10005376724679	0	0	0,984	0,396	5	All	0,75
HLA-DPA1	2,04960472238667	0	0	0,989	0,354	5	All	0,75
FCER2	1,99181652377197	0	0	0,813	0,003	5	All	0,75
HLA-DQB1	1,9871429209606	0	0	0,945	0,108	5	All	0,75
HLA-DPB1	1,87993552057683	0	0	0,982	0,316	5	All	0,75
HVCN1	1,78910989333224	0	0	0,891	0,137	5	All	0,75
NIBAN3	1,76438613731882	0	0	0,847	0,024	5	All	0,75
HLA-DQA2	1,76414772987991	0	0	0,893	0,051	5	All	0,75
RALGPS2	1,66548499632861	0	0	0,834	0,054	5	All	0,75
MEF2C	1,5410881646484	0	0	0,871	0,209	5	All	0,75
AFF3	1,49827101156347	0	0	0,796	0,068	5	All	0,75
HLA-DMA	1,45015045210681	0	0	0,924	0,211	5	All	0,75
HLA-DRB1	1,44629196199265	0	0	0,958	0,276	5	All	0,75
SNX2	1,2377429984175	0	0	0,876	0,326	5	All	0,75
HLA-DQA1	1,21341206394312	0	0	0,752	0,055	5	All	0,75
HLA-DMB	1,18559112276062	0	0	0,808	0,156	5	All	0,75
FCMR	1,27614975416285	1,23142030585063e-249	3,69426091755189e-246	0,944	0,493	5	All	0,75
