p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.14587656234693e-109	1.64572029943763	0.838	0.089	1.94569840286509e-105	0	FGR
1.7682745061956e-109	1.77587669058444	0.827	0.089	3.00253011152013e-105	0	CYBB
1.04247567911791e-108	2.35581349753036	1	1	1.7701237031422e-104	0	AL512646.1
1.66322096312638e-108	1.90132157254661	0.831	0.126	2.82414919538859e-104	0	GRN
2.62265189969553e-108	1.63424934990361	0.759	0.052	4.453262925683e-104	0	CTSD
5.04784619390758e-106	2.03174712209614	0.989	0.629	8.57124283725507e-102	0	COTL1
2.1959946186134e-105	2.19239050474626	0.986	0.539	3.72879886240555e-101	0	S100A11
4.94520532433639e-105	1.77532928210096	0.791	0.099	8.39695864072318e-101	0	STXBP2
8.29325903062178e-105	2.30332975226537	0.996	0.716	1.40819538339958e-100	0	S100A4
5.47557902814024e-103	2.46936364808376	0.975	0.531	9.29753318978213e-99	0	NEAT1
1.69587311259465e-99	1.97965590980523	0.957	0.461	2.87959254518572e-95	0	GSTP1
6.42672103401963e-99	1.87850435663887	1	0.998	1.09125723157653e-94	0	FTH1
6.56681356249829e-99	1.67919005886827	0.777	0.097	1.11504494291221e-94	0	AC020916.1
2.18490157716792e-95	1.80139065529204	0.978	0.629	3.70996287803112e-91	0	TSPO
8.50602010208474e-95	1.74478061035863	0.906	0.341	1.44432221333399e-90	0	BRI3
6.62292105947505e-94	1.95446107856018	0.957	0.454	1.12457199589886e-89	0	SAT1
1.30797407416868e-92	2.08436153237816	0.957	0.481	2.22093997793842e-88	0	DUSP1
2.63093352590383e-90	1.64580953019428	0.946	0.44	4.4673251269847e-86	0	LINC00844
1.14117021272842e-88	1.48671525703529	0.986	0.706	1.93770702121286e-84	0	BTBD9
3.87055284586358e-88	1.40981574906689	1	0.933	6.57219873227636e-84	0	OAZ1
1.09051431927077e-87	1.63088951564732	0.903	0.392	1.85169331412176e-83	0	TALDO1
6.85969325788577e-87	1.41556925541762	0.759	0.128	1.164775915189e-82	0	RNF130
1.00738125407664e-86	1.38130329386531	0.996	0.963	1.71053336942214e-82	0	SH3BGRL3
1.53062363786093e-86	1.53312394799229	0.781	0.148	2.59899893708785e-82	0	APLP2
1.23104350477352e-84	1.34950895409776	1	0.924	2.09031187110544e-80	0	GAPDH
3.06859809467661e-82	1.37533876100071	0.781	0.166	5.21047956476088e-78	0	ANXA5
7.24622377758686e-82	1.37957575388718	0.799	0.171	1.23040879743425e-77	0	MYO1F
3.84200961822099e-79	1.53273158634195	0.986	0.783	6.52373233173924e-75	0	VIM
3.81027477847383e-76	1.3184431700683	0.827	0.269	6.46984657384857e-72	0	TMBIM4
5.13112211344242e-75	1.27402702537532	0.91	0.435	8.71264534862523e-71	0	ZNF333
5.57908200080753e-74	1.33454618216453	0.978	0.827	9.47328123737119e-70	0	GABARAP
8.10511547751442e-73	1.24642398676897	0.978	0.787	1.37624860808195e-68	0	FGF23
9.46354956240556e-73	1.43169134466722	0.799	0.224	1.60691071569646e-68	0	ANXA2
9.39607872008445e-72	1.52369610976206	0.982	0.77	1.59545416667034e-67	0	S100A10
1.0694807926137e-71	1.39507082612489	0.906	0.523	1.81597838585806e-67	0	TKT
9.71086902683533e-69	0.908622639014163	1	0.995	1.64890556075664e-64	0	ATP5F1E
1.51933291605349e-67	1.1634054530328	0.989	0.938	2.57982729145883e-63	0	MYL6
1.58893400719241e-66	1.17589528009489	0.831	0.341	2.69800994421271e-62	0	AP2S1
1.87716658725857e-66	1.26955713996512	0.899	0.514	3.18742886516505e-62	0	RAC1
3.05430489373617e-66	0.892869100500466	1	0.988	5.18620970956402e-62	0	SERF2
4.72886322415394e-64	0.970626677662781	1	0.985	8.02960975461339e-60	0	MT-ND2
9.77147512068072e-63	1.28885307847986	0.752	0.272	1.65919647549159e-58	0	PYCARD
1.05665938630622e-62	1.14695243480089	0.835	0.299	1.79420763794796e-58	0	EFHD2
1.5911507773935e-61	1.17606642545597	0.824	0.334	2.70177402001416e-57	0	AL359976.1
2.79704903313571e-61	1.03061844945069	0.993	0.891	4.74938925826443e-57	0	CYBA
6.07968585751326e-61	0.844993239354121	0.849	0.158	1.03233065860575e-56	0	HLA-DRA
7.67084477090443e-61	1.23132845830919	0.856	0.418	1.30250944209957e-56	0	KAT7
6.72396794108386e-60	1.0140267058197	0.986	0.798	1.14172975639604e-55	0	GNAI2
1.15315463294138e-58	1.15096831878879	0.928	0.489	1.95805656673446e-54	0	SRGN
1.76959065784427e-58	0.877021317879313	1	1	3.00476493701958e-54	0	MT-ND4
6.39500825050943e-58	1.34209882578318	0.942	0.457	1.0858724009365e-53	0	AHNAK
1.12875974605567e-57	1.04555251657961	0.953	0.782	1.91663404880252e-53	0	ELOB
8.66787758366571e-56	1.40592708083413	0.766	0.319	1.47180561370644e-51	0	FOSB
3.90403224448989e-55	0.996266759009736	0.989	0.877	6.62904675114384e-51	0	H3-3A
1.23000061090985e-54	1.16422628734899	0.914	0.457	2.08854103732493e-50	0	FLNA
3.25683024742881e-52	0.938594718765222	0.982	0.884	5.53009776013412e-48	0	LSP1
9.9424580151245e-52	1.00035103885504	0.975	0.743	1.68822937096814e-47	0	ITGB2
5.96217689720755e-51	1.18370485887745	0.928	0.576	1.01237763714584e-46	0	KLF6
1.00302184655265e-49	1.23994663040057	0.874	0.454	1.70313109544639e-45	0	TLN1
1.2380825507903e-49	0.973493425895797	0.781	0.351	2.10226417124193e-45	0	ATP6V0B
2.55022005293515e-49	1.03394918605543	0.946	0.714	4.33027364988389e-45	0	PKM
2.91951886057965e-48	0.779704542674145	1	0.998	4.95734302526424e-44	0	MT-ND1
3.77466075627385e-47	0.949371701563604	0.892	0.598	6.409373964153e-43	0	LAMTOR4
9.6493021349369e-47	0.918116815089589	0.953	0.778	1.63845150251229e-42	0	ATP5F1A
9.54642093078099e-46	0.96282566313741	0.888	0.553	1.62098227404661e-41	0	VSIR
4.16415533899317e-42	0.752148023940853	1	1	7.07073576561041e-38	0	ACTB
1.03484001687709e-41	0.907701902091856	0.842	0.497	1.7571583486573e-37	0	ARPC1B
5.38141549407504e-37	0.832509584895166	0.924	0.664	9.13764350893942e-33	0	LRRFIP1
1.29010251480145e-36	0.830307282371279	0.932	0.687	2.19059407013286e-32	0	LCP1
6.58277584556114e-34	0.729780275994982	0.939	0.597	1.11775533857628e-29	0	CLIC1
5.99547662477517e-33	0.88531932180144	0.813	0.521	1.01803193088682e-28	0	MCL1
3.17994111938829e-32	0.820679331831755	0.777	0.45	5.39954002072132e-28	0	CAST
5.26124447855293e-31	0.729829323064999	0.827	0.571	8.93359312458287e-27	0	TPI1
6.62929656833846e-31	0.739284637405535	0.932	0.82	1.12565455730387e-26	0	CALM2
8.84267427183531e-31	0.754976609948546	0.835	0.592	1.50148609135764e-26	0	VAMP8
6.4531797306495e-30	0.729878265863924	0.845	0.566	1.09574991826428e-25	0	COX8A
9.89572175422267e-30	0.738632340918532	0.759	0.408	1.68029355386701e-25	0	IQGAP1
1.25061076275127e-29	0.824903350178667	0.766	0.536	2.12353707515166e-25	0	FKBP1A
2.02599473901951e-29	0.780452767504275	0.755	0.466	3.44013906685512e-25	0	GRB2
1.20803570810094e-28	0.675932714209194	0.835	0.6	2.0512446323554e-24	0	GNB2
1.22616121679597e-28	0.767722558835995	0.838	0.634	2.08202174611956e-24	0	ALDOA
6.27723437837551e-28	0.807529141051307	0.845	0.548	1.06587439744816e-23	0	ZYX
8.43262934717113e-26	0.622994596141299	0.942	0.857	1.43186046314966e-21	0	TPM3
1.27795077724759e-24	0.667439154491175	0.817	0.6	2.16996041976641e-20	0	ATP5MPL
5.40326772013278e-24	0.719206667116817	0.903	0.76	9.17474858878547e-20	0	ZFP36
5.66181555550298e-24	0.719866304663886	0.867	0.598	9.61376281324405e-20	0	SAMHD1
4.24858589571706e-23	0.616763886181548	0.759	0.509	7.21409885092756e-19	0	NDUFB1
6.044117349281e-22	0.542503485268877	0.946	0.852	1.02629112590791e-17	0	UQCR11
4.48265280211057e-21	0.58364623975824	0.809	0.489	7.61154445798374e-17	0	ANXA1
1.0016425936528e-20	0.573638992801814	0.964	0.854	1.70078912402246e-16	0	ARPC3
3.24211753514248e-20	0.564256831786868	0.899	0.748	5.50511557467193e-16	0	SERP1
3.45572036335203e-20	0.560952940151838	0.885	0.736	5.86781317697174e-16	0	ENO1
5.04806307158852e-20	0.65062542765852	0.914	0.77	8.5716110955573e-16	0	IER2
1.07324158062815e-19	0.607602536809559	0.867	0.721	1.82236420390659e-15	0	ARPC5
1.15705463088935e-19	1.24281664125262	1	1	1.96467876325011e-15	0	AD000090.1
3.87727885952247e-19	0.52778542370723	0.971	0.891	6.58361950346915e-15	0	RHOA
1.43922836855198e-18	0.54709285307267	0.971	0.849	2.44380976980127e-14	0	EMP3
3.01716985256088e-18	0.539351914769119	0.845	0.713	5.12315440964837e-14	0	COX5B
2.89155574446746e-15	0.501207584267239	0.863	0.672	4.90986165410575e-11	0	SRRM2
2.31871688614134e-13	0.601903200824494	1	1	3.937181272668e-09	0	AC010970.1
8.92650544573797e-13	0.527042604593766	0.842	0.755	1.51572062468631e-08	0	GPX4
1.15464239532783e-73	0.912837672417459	1	1	1.96058278726666e-69	1	RPL30
2.63039154070049e-72	0.871882869764526	1	0.998	4.46640483610944e-68	1	RPS14
1.10612803582421e-71	0.924722508862991	1	0.998	1.87820540482951e-67	1	RPS15A
2.10391421485817e-70	1.44072967070901	0.963	0.423	3.57244633682918e-66	1	TCF7
3.89674461327596e-70	0.897809461003698	1	1	6.61667235334257e-66	1	RPL32
6.94114539924593e-70	0.917081114962226	1	0.998	1.17860648879196e-65	1	RPS3A
1.55111624120828e-69	1.29980774092407	0.923	0.27	2.63379537757165e-65	1	LEF1
1.95682684768213e-69	1.01549885041836	1	0.997	3.32269198736426e-65	1	RPS27
7.15848763497603e-68	0.784172215099587	1	1	1.21551120041893e-63	1	RPL35A
1.20514099250645e-66	0.790344943381371	1	1	2.04632940527595e-62	1	RPL11
3.55358974907816e-65	0.767340385550185	1	1	6.03399539393472e-61	1	RPL34
4.41985079702131e-64	0.764746607579266	1	0.998	7.50490665334218e-60	1	RPL37
1.45218758014329e-61	0.714633484651293	1	1	2.4658145110833e-57	1	RPS13
3.02131005403806e-61	0.923843067220214	1	1	5.13018447175662e-57	1	RPS25
3.49569962356318e-61	1.10762808422754	0.992	0.751	5.93569796081028e-57	1	SARAF
4.62889408836398e-61	0.849088258706662	1	0.998	7.85986216204204e-57	1	RPS27A
4.77353378575666e-61	0.935878477770067	1	0.998	8.10546036821481e-57	1	RPS12
2.5326371890314e-58	0.749711604671993	1	0.998	4.30041794697532e-54	1	RPL19
3.72498311705326e-58	0.659089976116271	1	1	6.32502133275643e-54	1	RPS28
9.83820420192801e-57	1.23553668137286	0.874	0.319	1.67052707348738e-52	1	CCR7
1.47646017502164e-56	0.829565204546348	1	0.997	2.50702937718675e-52	1	RPL5
6.54289741019345e-56	0.645260590459209	1	1	1.11098398025085e-51	1	RPL39
1.68795068372824e-55	0.768938880074708	1	0.998	2.86614026097055e-51	1	RPS23
1.84945152590146e-55	0.859918825050604	1	0.998	3.14036869098068e-51	1	RPS3
2.38505263943252e-55	0.744403255134702	1	0.998	4.04981938175641e-51	1	RPS8
8.20192409846118e-55	0.763640158273302	1	0.998	1.39268671191871e-50	1	RPS21
2.43209970303252e-54	0.779609383729797	1	0.998	4.12970529574921e-50	1	RPL13
6.60210273897131e-54	0.82343793580685	1	1	1.12103704507733e-49	1	RPL10
8.10886253492855e-53	1.02669211762499	0.772	0.236	1.37688485843087e-48	1	CAMK4
8.35792851503837e-53	0.633880234116297	1	0.998	1.41917626185352e-48	1	EEF1A1
1.9554583799408e-52	0.917488206341892	1	0.963	3.32036832913948e-48	1	EEF1B2
2.89218002590603e-51	0.717102349765509	1	0.998	4.91092168398844e-47	1	RPL36
4.45834010167037e-51	0.799912498558896	1	0.998	7.57026149263629e-47	1	RPS6
5.61367270884341e-51	0.79928873197429	1	0.997	9.53201625961612e-47	1	RPL14
4.09614960810611e-50	0.898073837679065	1	0.979	6.95526203456418e-46	1	RPS5
5.51703574409174e-50	0.878967836515604	0.833	0.274	9.36792669346777e-46	1	CD27
1.53731778516444e-49	0.743249104243119	1	1	2.61036559920923e-45	1	TPT1
1.02788222259562e-48	0.661959823807107	1	0.998	1.74534401396737e-44	1	RPL18
2.97630042047674e-48	0.758142656581473	1	1	5.0537581139695e-44	1	RPS4X
6.38263599344941e-48	0.857892732454911	1	0.995	1.08377159168771e-43	1	RPL3
1.67087615238827e-47	1.06479803137174	0.984	0.463	2.83714770675527e-43	1	CD3E
2.14829469934823e-47	0.695512605633287	1	0.998	3.64780439949329e-43	1	RPS16
2.61836635956902e-47	0.65482995544372	1	0.998	4.4459860785482e-43	1	RPL29
3.78015692920274e-46	0.645164313210211	1	0.99	6.41870646578625e-42	1	RPL24
1.22137863231068e-45	0.782394754027947	1	0.995	2.07390091766353e-41	1	RPS29
5.88199614198334e-45	0.576241444463136	1	1	9.98762944908771e-41	1	RPS15
3.80938745980978e-44	0.695354971991509	1	0.989	6.468339906757e-40	1	RPL22
8.11482977969053e-44	0.579172702120901	1	1	1.37789809659145e-39	1	RPL41
4.13948065522448e-43	0.846205072454044	0.996	0.842	7.02883815257117e-39	1	NPM1
9.56810851183804e-43	0.722485417322521	1	0.992	1.6246648253101e-38	1	RPL10A
1.68504836544687e-42	0.753772469242699	1	0.957	2.86121212452878e-38	1	TOMM7
3.81436396161969e-42	0.897659680511487	0.951	0.525	6.47679000683024e-38	1	C12orf57
9.66003369700298e-42	0.604873060743988	1	0.998	1.64027372175111e-37	1	NACA
1.29700943473141e-41	0.783125596177031	1	0.998	2.20232202017393e-37	1	RPS18
3.73649677285903e-41	0.667642959114076	1	0.998	6.34457152031463e-37	1	RPL18A
1.14710667711804e-39	0.566460721877762	1	0.998	1.94778713774643e-35	1	RACK1
2.52489994818051e-39	0.800421048937892	0.984	0.825	4.28728011201051e-35	1	SNHG29
3.20320699328669e-39	0.666857127961697	1	0.995	5.43904547460081e-35	1	RPL4
1.1279909791563e-38	0.551499884962024	1	1	1.9153286826074e-34	1	RPS7
2.12161128022816e-38	0.778941817673941	0.988	0.796	3.60249595382742e-34	1	TLE5
2.21539427059983e-38	0.816085911496371	0.785	0.292	3.76173947147851e-34	1	LINC00861
2.50477150107207e-38	0.782671623713517	0.837	0.332	4.25310200882038e-34	1	CD3G
3.21750464798581e-38	0.546662332087	1	0.998	5.4633228922799e-34	1	RPL28
2.81764898018413e-37	0.815905115665808	0.902	0.384	4.78436796835266e-33	1	CD3D
5.32463376466096e-37	0.532030717413155	1	0.998	9.04122813239431e-33	1	RPLP2
8.56178327079192e-37	0.835697024783346	0.955	0.665	1.45379079938047e-32	1	SELL
9.60853158540771e-37	0.780900972960716	0.935	0.525	1.63152866320223e-32	1	NOSIP
5.03839902775024e-36	0.523135879716039	1	0.998	8.5552015491199e-32	1	RPL6
6.14717158037409e-34	0.620901303090545	0.817	0.332	1.04378973434752e-29	1	CD247
8.84246049030945e-33	0.749465198171372	0.959	0.681	1.50144979125455e-28	1	GIMAP7
1.08218377164598e-32	0.54100153153647	1	0.998	1.83754804425487e-28	1	RPL8
3.10784469247939e-32	0.61966354928086	0.992	0.931	5.27712028783e-28	1	RPS4Y1
7.01042261958602e-32	0.718194533442821	0.951	0.614	1.19036976080571e-27	1	EVL
9.32047424290703e-32	0.675803389815083	0.87	0.394	1.58261652644561e-27	1	CD7
1.99379479838279e-31	0.749825109516703	0.915	0.423	3.38546356765397e-27	1	IL7R
2.37411660297741e-31	0.522989449585235	1	0.997	4.03124999185564e-27	1	PABPC1
3.26486607839056e-31	0.727066592349868	0.984	0.569	5.54374260110718e-27	1	IFITM1
3.37115730070808e-31	0.83136440817139	0.898	0.523	5.72422509660232e-27	1	ETS1
1.57612237462504e-30	0.578370980432477	0.996	0.981	2.67625579211332e-26	1	RPL38
1.67782355350787e-30	0.569445215304439	1	0.995	2.84894439385637e-26	1	EEF2
2.98829970635021e-29	0.710804787028754	0.829	0.501	5.07413290138265e-25	1	NDFIP1
9.68673383390771e-29	0.637272392975479	0.789	0.357	1.64480740499753e-24	1	LBH
1.5015974528886e-28	0.585152208261722	1	0.998	2.54971247500485e-24	1	MALAT1
4.02683078773001e-28	0.691118422522451	0.943	0.774	6.83755867756556e-24	1	NOP53
6.02827305616618e-28	0.694485155640653	0.833	0.455	1.02360076493702e-23	1	GYPC
7.87683209003908e-28	0.76066895077045	0.821	0.439	1.33748608888864e-23	1	PCED1B-AS1
8.43484103805143e-28	0.626292251588994	1	0.963	1.43223600826113e-23	1	RPSA
9.56861326005678e-28	0.669019134241578	0.833	0.404	1.62475053155764e-23	1	LCK
3.46599522115704e-27	0.636667547022846	0.817	0.445	5.88525988552465e-23	1	LEPROTL1
1.25011623441036e-26	0.66079184466358	0.919	0.648	2.12269736602879e-22	1	GAS5
4.16294300168426e-26	0.607548852187626	0.984	0.93	7.06867721685988e-22	1	BTG1
8.1272986797385e-25	0.509146118788016	0.996	0.965	1.3800153158196e-20	1	RPL31
1.74365251426536e-24	0.531504973577722	1	0.998	2.96072196922259e-20	1	RPS19
1.9072783505564e-23	0.523040521931112	0.988	0.922	3.23855863924476e-19	1	RPS2P5
2.47051302670694e-22	0.511558197459411	0.833	0.442	4.19493111934839e-18	1	FCMR
4.27948324820996e-22	0.565016691467952	0.988	0.834	7.26656255546051e-18	1	HSPA8
4.88568240845496e-22	0.598305440138712	0.894	0.726	8.29588872955653e-18	1	EIF3E
9.38789559719988e-22	0.610836397406216	0.793	0.531	1.59406467240454e-17	1	ST13
7.2567133086893e-21	0.513305859745678	0.858	0.573	1.23218991981544e-16	1	SNHG8
5.12811555697012e-20	0.582098009865485	0.963	0.775	8.70754021573527e-16	1	FYB1
8.5913253470961e-20	0.59637693187886	0.772	0.494	1.45880704393692e-15	1	TMEM123
3.41543557029172e-19	0.520183605998731	0.878	0.656	5.79940959835534e-15	1	ANP32B
9.09078061155504e-18	0.506617606365463	0.874	0.713	1.54361454784204e-13	1	MZT2B
7.68368337582533e-53	1.69197654983252	1	0.579	1.30468943721514e-48	2	IL32
5.57065166240009e-32	0.775253761423984	1	1	9.45896652275536e-28	2	B2M
1.05234576905932e-30	1.40945310653011	0.904	0.499	1.78688311586273e-26	2	IL7R
3.71564868577262e-24	0.715667672084083	0.993	0.934	6.30917146844191e-20	2	CALM1
8.18639981356867e-24	0.930455116630651	0.83	0.462	1.39005068834396e-19	2	ARL4C
1.1625384301393e-23	0.744069463886878	0.756	0.306	1.97399025437654e-19	2	TC2N
2.37808177748123e-18	0.681748925905633	0.881	0.466	4.03798285816313e-14	2	CD3D
4.52325831615619e-17	0.682740892035964	0.985	0.541	7.68049262083322e-13	2	CD3E
1.1567665984176e-16	1.09188365629006	0.933	0.722	1.96418968411309e-12	2	LTB
4.11666483362499e-16	0.616117665393161	0.8	0.415	6.99009688749524e-12	2	CD3G
1.81383742172979e-14	0.58913817669235	0.874	0.654	3.07989594209719e-10	2	CD99
4.13831403152502e-14	0.634728980506233	0.881	0.729	7.02685722552948e-10	2	GSTK1
4.39554168826221e-14	0.594373519393636	0.896	0.58	7.46362978666924e-10	2	ETS1
2.89968105207077e-13	0.590450692478559	0.985	0.631	4.92365842641616e-09	2	IFITM1
1.26010493202723e-12	0.532117795372389	1	0.855	2.13965817458224e-08	2	HSPA8
2.16595790893693e-12	0.539595137429853	0.756	0.458	3.6777965293749e-08	2	CD81
1.58673250935571e-11	0.642208684711883	0.83	0.547	2.69427180088599e-07	2	ANXA1
4.50006036723739e-10	0.502245906574498	0.756	0.484	7.64110250356909e-06	2	FYN
4.10595061919074e-145	2.53817638388178	0.971	0.036	6.97190415138588e-141	3	CD8B
2.66348191580939e-111	1.93977011302265	0.922	0.061	4.52259229304435e-107	3	CD8A
3.28018163486977e-38	0.914613037123521	0.874	0.243	5.56974841600886e-34	3	CTSW
1.19963880947021e-27	0.982533272910783	0.971	0.469	2.03698669848041e-23	3	CD7
1.14547484959889e-23	0.931784430376377	1	0.557	1.94501629461892e-19	3	CD3E
7.15177987494345e-23	0.729754769507585	1	0.999	1.2143722227654e-18	3	RPS12
1.29348312295706e-21	0.780358354455155	0.971	0.471	2.1963343427811e-17	3	CD3D
2.25964456194351e-21	0.749399437379154	0.864	0.374	3.83687646618008e-17	3	CD27
2.82251714032244e-21	0.625680961936212	1	0.999	4.79263410426751e-17	3	RPS3A
4.01050032814744e-21	0.95446738326668	0.874	0.397	6.80982955719435e-17	3	LEF1
4.73849903301954e-21	0.738238373287919	0.961	0.466	8.04597135806717e-17	3	LCK
1.58902840487834e-20	0.564016174035172	1	0.999	2.69817023148342e-16	3	RPS19
2.14697344701643e-20	0.615171923714993	1	0.997	3.6455609130339e-16	3	RPL14
5.73739181148936e-20	0.593705763404783	1	0.999	9.74209129590893e-16	3	RPS21
2.00385510824717e-19	0.609337232239813	1	1	3.4025459738037e-15	3	RPL32
2.11107150300901e-19	0.711872802895185	1	0.87	3.5845994121093e-15	3	NPM1
3.18437546331191e-19	0.648845475761505	1	0.999	5.40706953670362e-15	3	RPS3
4.03322880675045e-19	0.698973549896858	1	0.983	6.84842251386226e-15	3	RPS5
4.3659115891717e-19	0.663809369073966	0.767	0.327	7.41331787841355e-15	3	LDLRAP1
4.71622021528774e-19	0.644693463658996	1	0.964	8.00814192555859e-15	3	MT-ND4L
2.10541648774883e-18	0.672130124366538	1	0.97	3.57499719619751e-14	3	EEF1B2
3.55507951404486e-18	0.598767052206088	1	0.999	6.03652501484817e-14	3	RPS6
5.66633653784673e-18	0.535505281487005	1	0.999	9.62143944126376e-14	3	RPS14
7.68201215302757e-18	0.599853161417959	1	1	1.30440566358408e-13	3	RPL10
1.18890957661171e-17	0.577842293057835	1	0.999	2.01876846108669e-13	3	RPS27A
1.68009817993603e-17	0.704064264315938	0.99	0.796	2.85280670953138e-13	3	SARAF
3.47969943002827e-17	0.534963807423782	1	0.999	5.908529632188e-13	3	RPS8
4.33739468474839e-17	0.770152061534306	1	0.644	7.36489617470277e-13	3	IFITM1
4.71623233636712e-17	0.662589557350257	0.864	0.508	8.00816250715137e-13	3	LEPROTL1
5.07980929017322e-17	0.532577174555056	1	0.999	8.62551617471412e-13	3	RPL19
8.35857271672807e-17	0.600307966088459	1	0.997	1.41928564730043e-12	3	RPL5
9.77895128160625e-17	0.63863256556228	1	0.97	1.66046592761674e-12	3	RPSA
1.04821396299139e-16	0.511070877934494	1	0.999	1.77986730915938e-12	3	RPL12
1.0749191724159e-16	0.580853370813702	1	1	1.82521275476219e-12	3	RPS4X
1.87482535528668e-16	0.774087251559408	0.825	0.429	3.18345345327679e-12	3	CCR7
2.86408406876779e-16	0.69485330025441	0.845	0.445	4.8632147487677e-12	3	STK17A
4.46040689857854e-16	0.716286352835432	1	0.596	7.57377091378636e-12	3	IL32
7.00021745809288e-16	0.639870813975301	0.981	0.6	1.18863692438417e-11	3	C12orf57
8.44134282013903e-16	0.724238974243264	0.903	0.499	1.43334001085961e-11	3	PCED1B-AS1
1.50122354914264e-15	0.524916249114235	1	0.999	2.5490775864442e-11	3	RPL13
1.65341942703404e-15	0.585992131856899	0.883	0.5	2.8075061871038e-11	3	PRMT2
1.67826331944692e-15	0.579851859117528	1	1	2.84969111642088e-11	3	RPS25
2.02711022776994e-15	0.539516565565839	1	1	3.44203316675336e-11	3	RPL30
2.07335588936132e-15	0.712050019960404	0.971	0.522	3.52055830013552e-11	3	TCF7
2.29060635697226e-15	0.623192072828671	1	0.996	3.8894495941389e-11	3	RPL3
3.81558002472148e-15	0.639179702565252	0.777	0.384	6.47885488197708e-11	3	PIK3IP1
1.05889842333006e-14	0.534785247099483	1	0.932	1.79800952281445e-10	3	RPS2P5
1.39041903866552e-14	0.575115164523172	1	0.999	2.36093152765405e-10	3	RPS18
1.50085850574678e-14	0.589599764651313	1	0.861	2.54845774275804e-10	3	HSPA8
1.61545836424432e-14	0.550787503597575	1	0.996	2.74304830248685e-10	3	RPS29
2.11961120113902e-14	0.504321867312824	1	0.999	3.59909981953405e-10	3	RPS23
2.14932363662347e-14	0.538270544973901	1	0.999	3.64955153498665e-10	3	RPS15A
3.15914121542518e-14	0.567396501753807	0.854	0.423	5.36422178379195e-10	3	CD3G
4.13264156312161e-14	0.576353500743553	1	0.942	7.01722537418049e-10	3	RPS4Y1
7.09736889311533e-14	0.536564636082365	1	0.994	1.20513323805098e-09	3	RPL10A
1.94397710462135e-13	0.700165818622852	0.951	0.599	3.30087312364705e-09	3	NOSIP
4.96084974633488e-13	0.575654564780037	0.942	0.86	8.42352286927662e-09	3	SNHG29
6.76553859064799e-13	0.668084627386224	0.893	0.621	1.14878845269203e-08	3	SNHG8
8.14640209043446e-13	0.570699964682485	0.971	0.674	1.38325907495577e-08	3	EVL
